STT;Khoá;Nhóm;Mã lớp HP;tenmon;Số lượng;Số lượng;SLSV;Mã GV;Mã GV;Tuần;khoa dạy;malop;Tên giảng viên;Thứ 2;Thứ 3;Thứ 4;Thứ 5;Thứ 6;Thứ 7;CN
2552;25;59B;305066025202559B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N59(X3A);Trịnh Ngọc Đạt;1-4,D211;;;;;;
2553;25;60;107367025202560;Hóa đại cương;45;45;0;10330;10330;"26-27;31-44";107;25N60(X3B);Phạm Cẩm Nam;;;4-5,H101;;;;
2554;25;60;108070025202560;Cơ lý thuyết ;45;45;0;10286;10286;"26-27;31-44";108;25N60(X3B);Nguyễn Thị Kim Loan;6-8,H303;;;;;;
2555;25;60;413031125202560;Anh văn A2.2;42;42;0;11365;11365;"26-27;31-44";413;25N60(X3B);Trần Thị Thanh Nhã;;1-4,B205;;;;;
2556;25;60A;107367025202560A;Hóa đại cương (Giảng dạy tiếng anh);25;25;0;10330;10330;"26-27;31-44";107;25N60(X3B);Phạm Cẩm Nam;;;;9-10,H101;;;
2557;25;60A;107371025202560A;TN hóa đại cương (1TC);25;25;0;;;35-39;107;25N60(X3B);"Võ Thị Thu Hiền
";;7-10,D111;;;;;
2558;25;60A;305066025202560A;TN Vật lý (Cơ-Nhiệt);24;24;0;11563;11563;40-43;305;25N60(X3B);"Trần Quỳnh
";6-9,D211;;;;;;
2559;25;60B;107371025202560B;TN hóa đại cương (1TC);25;25;0;;;35-39;107;25N60(X3B);"Võ Thị Thu Hiền
";;;;;1-4,D111;;
2560;25;60B;305066025202560B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N60(X3B);Trịnh Ngọc Đạt;10-13,D211;;;;;;
2561;25;62;108041125202562;Cơ lý thuyết 1 ;47;47;0;10286;10286;"26-27;31-44";108;25N62(BIM_AI);Nguyễn Thị Kim Loan;;6-8,H303;;;;;
2562;25;62;109381025202562;Toán ứng dụng 1;47;47;0;10180;10180;"26-27;31-44";109;25N62(BIM_AI);Đỗ Việt Hải;;;8-10,H303;;;;
2563;25;62;217002025202562;Kinh tế chính trị Mác - Lênin;47;47;0;10938;10938;"26-27;31-44";217;25N62(BIM_AI);Nguyễn Thị Thu Huyền;;;6-7,H303;;;;
2564;25;62;319012125202562;Giải tích 2;47;47;0;11330;11330;"26-27;31-44";319;25N62(BIM_AI);Hoàng Nhật Quy;;;;;;1-4,H308;
2565;25;62;319026025202562;Đại số tuyến tính;47;47;0;10726;10726;"26-27;31-44";319;25N62(BIM_AI);Phan Quang Như Anh;;;;;1-3,H306;;
2566;25;62;413031125202562;Anh văn A2.2;42;42;0;41000;41000;"26-27;31-44";413;25N62(BIM_AI);Trương Thị ánh Tuyết;;;;1-4,B105;;;
2567;25;62A;109382025202562A;TH Toán ứng dụng 1;25;25;0;"10841
";"10841
";41-43;109;25N62(BIM_AI);"Trần Đình Minh
";1-4,S07.08;;;;;;
2568;25;62B;109382025202562B;TH Toán ứng dụng 1;25;25;0;"10841
";"10841
";41-43;109;25N62(BIM_AI);"Trần Đình Minh
";;;1-4,S07.08;;;;
2569;25;64;210001025202564;Pháp luật đại cương;55;55;0;11634;11634;"26-27;31-44";210;25N64(VLXD);Lê Thị Bích Thủy;9-10,H108;;;;;;
2570;25;64;217002025202564;Kinh tế chính trị Mác - Lênin;55;55;0;11451;11451;"26-27;31-44";217;25N64(VLXD);Vương Phương Hoa;;;;4-5,H306;;;
2571;25;64;305001125202564;Vật lý 1;55;55;0;11041;11041;"26-27;31-44";305;25N64(VLXD);Đinh Thanh Khẩn;;;6-8,H302;;;;
2572;25;64;319004125202564;Xác suất thống kê;55;55;0;10771;10771;"26-27;31-44";319;25N64(VLXD);Nguyễn Thị Hải Yến;;;;1-3,H306;;;
2573;25;64;319012125202564;Giải tích 2;55;55;0;10973;10973;"26-27;31-44";319;25N64(VLXD);Nguyễn Thị Thùy Dương;;7-10,H302;;;;;
2574;25;64;413031125202564;Anh văn A2.2;42;42;0;10628;10628;"26-27;31-44";413;25N64(VLXD);Lê Thị Hải Yến;;;;;7-10,B102;;
2575;25;64A;305066025202564A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N64(VLXD);Trịnh Ngọc Đạt;;1-4,D211;;;;;
2576;25;64B;305066025202564B;TN Vật lý (Cơ-Nhiệt);24;24;0;11035;11035;40-43;305;25N64(VLXD);Lê Thị Phương Thảo;;6-9,D211;;;;;
2577;25;65;209017025202565;Lịch sử Đảng Cộng sản Việt Nam;45;45;0;20616;20616;"26-27;31-44";209;25N65(X3_ĐS);Ngô Văn Hà;;4-5,H302;;;;;
2578;25;65;217002025202565;Kinh tế chính trị Mác - Lênin;45;45;0;11454;11454;"26-27;31-44";217;25N65(X3_ĐS);Văn Công Vũ;6-7,H302;;;;;;
2579;25;65;305001125202565;Vật lý 1;45;45;0;11041;11041;"26-27;31-44";305;25N65(X3_ĐS);Đinh Thanh Khẩn;;1-3,H302;;;;;
2580;25;65;319012125202565;Giải tích 2;45;45;0;11715;11715;"26-27;31-44";319;25N65(X3_ĐS);Nguyễn Thành Chung;;;7-10,H306;;;;
2581;25;65;319026025202565;Đại số tuyến tính;45;45;0;11544;11544;"26-27;31-44";319;25N65(X3_ĐS);Nguyễn Đại Dương;8-10,H302;;;;;;
2582;25;65;413031125202565;Anh văn A2.2;42;42;0;10628;10628;"26-27;31-44";413;25N65(X3_ĐS);Lê Thị Hải Yến;;;;;1-4,B104;;
2583;25;65A;305066025202565A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N65(X3_ĐS);Trịnh Ngọc Đạt;;10-13,D211;;;;;
2584;25;65B;305066025202565B;TN Vật lý (Cơ-Nhiệt);24;24;0;11041;11041;40-43;305;25N65(X3_ĐS);Đinh Thanh Khẩn;;;1-4,D211;;;;
2585;25;67;108070025202567;Cơ lý thuyết ;55;55;0;10879;10879;"26-27;31-44";108;25N67(X1A);Phạm Ngọc Quang;6-8,H306;;;;;;
2586;25;67;217002025202567;Kinh tế chính trị Mác - Lênin;70;70;0;11183;11183;"26-27;31-44";217;25N67(X1A);Nguyễn Lê Thu Hiền;;;;;6-7,H304;;
2587;25;67;305064125202567;Vật lý 2;70;70;0;11031;11031;"26-27;31-44";305;25N67(X1A);Nguyễn Quý Tuấn;;;;6-8,H302;;;
2588;25;67;319012125202567;Giải tích 2;70;70;0;10659;10659;"26-27;31-44";319;25N67(X1A);Lê Hải Trung;;7-10,H306;;;;;
2589;25;67;319026025202567;Đại số tuyến tính;70;70;0;11694;11694;"26-27;31-44";319;25N67(X1A);Nguyễn Thanh Hưng;;;;;8-10,H304;;
2590;25;67;413031125202567;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N67(X1A);Lê Thị Nhi;;;7-10,B109;;;;
2591;25;67A;305067025202567A;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;36-39;305;25N67(X1A);Lê Vũ Trường Sơn;1-4,D212;;;;;;
2592;25;67B;305067025202567B;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;36-39;305;25N67(X1A);Lê Vũ Trường Sơn;7-10,D212;;;;;;
2593;25;67C;305067025202567C;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;36-39;305;25N67(X1A);Lê Vũ Trường Sơn;;1-4,D212;;;;;
2594;25;68;108070025202568;Cơ lý thuyết ;54;54;0;10286;10286;"26-27;31-44";108;25N68(X1B);Nguyễn Thị Kim Loan;;;1-3,H303;;;;
2595;25;68;217002025202568;Kinh tế chính trị Mác - Lênin;70;70;0;20662;20662;"26-27;31-44";217;25N68(X1B);Nguyễn Thị Kiều Trinh;;;4-5,H303;;;;
2596;25;68;305064125202568;Vật lý 2;70;70;0;11165;11165;"26-27;31-44";305;25N68(X1B);Phùng Việt Hải;6-8,H301;;;;;;
2597;25;68;319012125202568;Giải tích 2;70;70;0;11330;11330;"26-27;31-44";319;25N68(X1B);Hoàng Nhật Quy;;7-10,H301;;;;;
2598;25;68;319026025202568;Đại số tuyến tính;70;70;0;11522;11522;"26-27;31-44";319;25N68(X1B);Trần Nam Sinh;;;;6-8,H306;;;
2599;25;68;413031125202568;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N68(X1B);Lê Thị Nhi;;;;;7-10,B101;;
2600;25;68A;305067025202568A;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;36-39;305;25N68(X1B);Lê Vũ Trường Sơn;;7-10,D212;;;;;
2601;25;68B;305067025202568B;TN Vật lý (Điện-Từ-Quang);24;24;0;11031;11031;36-39;305;25N68(X1B);"Nguyễn Quý Tuấn
";;;1-4,D212;;;;
2602;25;68C;305067025202568C;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;36-39;305;25N68(X1B);Lê Vũ Trường Sơn;;;7-10,D212;;;;
2603;25;69;108070025202569;Cơ lý thuyết ;54;54;0;10286;10286;"26-27;31-44";108;25N69(X1C);Nguyễn Thị Kim Loan;;;;6-8,H301;;;
2604;25;69;217002025202569;Kinh tế chính trị Mác - Lênin;70;70;0;20660;20660;"26-27;31-44";217;25N69(X1C);Trần Thị Thuỳ Trang;;9-10,H107;;;;;
2605;25;69;305064125202569;Vật lý 2;70;70;0;11165;11165;"26-27;31-44";305;25N69(X1C);Phùng Việt Hải;;6-8,H107;;;;;
2606;25;69;319012125202569;Giải tích 2;70;70;0;30949;30949;"26-27;31-44";319;25N69(X1C);Lương Quốc Tuyển;;;;;7-10,H308;;
2607;25;69;319026025202569;Đại số tuyến tính;70;70;0;11544;11544;"26-27;31-44";319;25N69(X1C);Nguyễn Đại Dương;;;6-8,H301;;;;
2608;25;69;413031125202569;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N69(X1C);Lê Thị Nhi;;;;;;7-10,B108;
2609;25;69A;305067025202569A;TN Vật lý (Điện-Từ-Quang);24;24;0;11283;11283;36-39;305;25N69(X1C);Mai Thị Kiền Liên;;;;1-4,D212;;;
2610;25;69B;305067025202569B;TN Vật lý (Điện-Từ-Quang);24;24;0;11283;11283;36-39;305;25N69(X1C);Mai Thị Kiền Liên;;;;7-10,D212;;;
2611;25;69C;305067025202569C;TN Vật lý (Điện-Từ-Quang);24;24;0;11040;11040;36-39;305;25N69(X1C);"Trần Thị Hồng
";;;;;1-4,D212;;
2612;25;70;108070025202570;Cơ lý thuyết ;55;55;0;10879;10879;"26-27;31-44";108;25N70(X1D);Phạm Ngọc Quang;;;6-8,E1.104;;;;
2613;25;70;413031125202570;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N70(X1D);Lê Thị Nhi;;;10-13,B102;;;;
2614;25;71;103219025202571;Vẽ kỹ thuật & Autocad;66;66;0;10426;10426;"26-27;31-44";103;25N71(KT1);Nguyễn Đức Sỹ;1-3,H304;;;;;;
2615;25;71;121069325202571;Vẽ mỹ thuật 2;66;66;0;10431;10431;"26-27;31-44";121;25N71(KT1);Trần Văn Tâm;;6-7,H207;;;;;
2616;25;71;121070325202571;Lý thuyết kiến trúc;66;66;0;10412;10412;"26-27;31-44";121;25N71(KT1);Lê Minh Sơn;;;3-5,H302;;;;
2617;25;71;121119025202571;Cơ sở kiến trúc 2;55;55;0;10764;10764;"26-27;31-44";121;25N71(KT1);Lê Trương Di Hạ;;;;6-7,H107;;;
2618;25;71;413031125202571;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N71(KT1);Thiều Hoàng Mỹ;7-10,B106;;;;;;
2619;25;71A;121070025202571A;TH vẽ mỹ thuật 2;29;29;0;"10431
";"10431
";39-43;121;25N71(KT1);"Trần Văn Tâm
";;;;;1-4,A154;;
2620;25;71A;121120025202571A;TH cơ sở kiến trúc 2 (1 TC);29;29;0;"10764
";"10764
";39-43;121;25N71(KT1);"Lê Trương Di Hạ
";;1-4,A154;;;;;
2621;25;71A;121123025202571A;Đồ án thiết kế Kiến trúc nhỏ;17;17;0;10764;10764;"26-27;31-44";121;25N71(KT1);Lê Trương Di Hạ;;;;8-9,H107;;;
2622;25;71B;121070025202571B;TH vẽ mỹ thuật 2;29;29;0;"10431
";"10431
";39-43;121;25N71(KT1);"Trần Văn Tâm
";;;;;7-10,A154;;
2623;25;71B;121120025202571B;TH cơ sở kiến trúc 2 (1 TC);29;29;0;"10764
";"10764
";39-43;121;25N71(KT1);"Lê Trương Di Hạ
";;;7-10,A154;;;;
2624;25;71B;121123025202571B;Đồ án thiết kế Kiến trúc nhỏ;17;17;0;10412;10412;"26-27;31-44";121;25N71(KT1);Lê Minh Sơn;4-5,H304;;;;;;
2625;25;71B;413031125202571B;Anh văn A2.2;42;42;0;10912;10912;"26-27;31-44";413;25N71(KT1);Hà Nguyễn Bảo Tiên;;;;;;7-10,B106;
2626;25;71C;121120025202571C;TH cơ sở kiến trúc 2 (1 TC);29;29;0;"10764
";"10764
";39-43;121;25N71(KT1);"Lê Trương Di Hạ
";;;;1-4,A154;;;
2627;25;71C;121123025202571C;Đồ án thiết kế Kiến trúc nhỏ;17;17;0;10412;10412;"26-27;31-44";121;25N71(KT1);Lê Minh Sơn;;;1-2,H302;;;;
2628;25;71D;121123025202571D;Đồ án thiết kế Kiến trúc nhỏ;17;17;0;10823;10823;"26-27;31-44";121;25N71(KT1);Khoa Kiến trúc;;8-9,H207;;;;;
2629;25;72;103219025202572;Vẽ kỹ thuật & Autocad;67;67;0;10463;10463;"26-27;31-44";103;25N72(KT2);Dương Thọ;6-8,H107;;;;;;
2630;25;72;121069325202572;Vẽ mỹ thuật 2;67;67;0;10897;10897;"26-27;31-44";121;25N72(KT2);Vũ Phan Minh Trang;;;8-9,H107;;;;
2631;25;72;121070325202572;Lý thuyết kiến trúc;67;67;0;10412;10412;"26-27;31-44";121;25N72(KT2);Lê Minh Sơn;;1-3,H306;;;;;
2632;25;72;413031125202572;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N72(KT2);Lê Thị Nhi;;;;;10-13,B105;;
2633;25;72A;121070025202572A;TH vẽ mỹ thuật 2;29;29;0;"10897
";"10897
";34-38;121;25N72(KT2);"Vũ Phan Minh Trang
";1-4,A154;;;;;;
2634;25;72A;121119025202572A;Cơ sở kiến trúc 2;55;55;0;10764;10764;"26-27;31-44";121;25N72(KT2);Lê Trương Di Hạ;9-10,H107;;;;;;
2635;25;72A;121120025202572A;TH cơ sở kiến trúc 2 (1 TC);29;29;0;"10764
";"10764
";39-43;121;25N72(KT2);"Lê Trương Di Hạ
";1-4,A154;;;;;;
2636;25;72A;121123025202572A;Đồ án thiết kế Kiến trúc nhỏ;15;15;0;11678;11678;"26-27;31-44";121;25N72(KT2);Lê Vũ Thiều Dương;;;;9-10,F202;;;
2637;25;72B;121070025202572B;TH vẽ mỹ thuật 2;29;29;0;"10897
";"10897
";34-38;121;25N72(KT2);"Vũ Phan Minh Trang
";;;1-4,A154;;;;
2638;25;72B;121119025202572B;Cơ sở kiến trúc 2;55;55;0;10823;10823;"26-27;31-44";121;25N72(KT2);Khoa Kiến trúc;;6-7,H208;;;;;
2639;25;72B;121120025202572B;TH cơ sở kiến trúc 2 (1 TC);29;29;0;"10764
";"10764
";39-43;121;25N72(KT2);"Lê Trương Di Hạ
";;;1-4,A154;;;;
2640;25;72B;121123025202572B;Đồ án thiết kế Kiến trúc nhỏ;15;15;0;10896;10896;"26-27;31-44";121;25N72(KT2);Phan Ánh Nguyên;;;6-7,H107;;;;
2641;25;72C;121070025202572C;TH vẽ mỹ thuật 2;29;29;0;"10897
";"10897
";34-38;121;25N72(KT2);"Vũ Phan Minh Trang
";;;;;1-4,A154;;
2642;25;72C;121123025202572C;Đồ án thiết kế Kiến trúc nhỏ;15;15;0;10895;10895;"26-27;31-44";121;25N72(KT2);Nguyễn Xuân Trung;;8-9,H208;;;;;
2643;25;72D;121123025202572D;Đồ án thiết kế Kiến trúc nhỏ;15;15;0;11704;11704;"26-27;31-44";121;25N72(KT2);Trần Đình Hiếu;;;;;;6-7,F201;
2644;25;72E;121123025202572E;Đồ án thiết kế Kiến trúc nhỏ;15;15;0;10045;10045;"26-27;31-44";121;25N72(KT2);Trương Phan Thiên An;;;;7-8,F202;;;
2645;25;73;108070025202573;Cơ lý thuyết ;55;55;0;10879;10879;"26-27;31-44";108;25N73(CSHT);Phạm Ngọc Quang;;;;8-10,H208;;;
2646;25;73;111078225202573;Phương pháp tính ;55;55;0;10445;10445;"26-27;31-44";111;25N73(CSHT);Lê Văn Thảo;;;;;1-2,H301;;
2647;25;73;217002025202573;Kinh tế chính trị Mác - Lênin;55;55;0;20660;20660;"26-27;31-44";217;25N73(CSHT);Trần Thị Thuỳ Trang;;;;6-7,H208;;;
2648;25;73;305001125202573;Vật lý 1;55;55;0;11283;11283;"26-27;31-44";305;25N73(CSHT);Mai Thị Kiều Liên;;;;;3-5,H301;;
2649;25;73;319012125202573;Giải tích 2;55;55;0;10973;10973;"26-27;31-44";319;25N73(CSHT);Nguyễn Thị Thùy Dương;;;7-10,H205;;;;
2650;25;73;413031125202573;Anh văn A2.2;42;42;0;10953;10953;"26-27;31-44";413;25N73(CSHT);Phạm Thị Ca Dao;;1-4,B106;;;;;
2651;25;73A;305066025202573A;TN Vật lý (Cơ-Nhiệt);24;24;0;10797;10797;40-43;305;25N73(CSHT);"Nguyễn Bá Vũ Chính
";;;6-9,D211;;;;
2652;25;73B;305066025202573B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N73(CSHT);Trịnh Ngọc Đạt;;;10-13,D211;;;;
2653;25;75;107367025202575;Hóa đại cương;40;40;0;10248;10248;"26-27;31-44";107;25N75(X2);Dương Thế Hy;;;;1-3,H301;;;
2654;25;75;108070025202575;Cơ lý thuyết ;40;40;0;10286;10286;"26-27;31-44";108;25N75(X2);Nguyễn Thị Kim Loan;;;;;6-8,H303;;
2655;25;75;217002025202575;Kinh tế chính trị Mác - Lênin;40;40;0;10938;10938;"26-27;31-44";217;25N75(X2);Nguyễn Thị Thu Huyền;6-7,H208;;;;;;
2656;25;75;305064125202575;Vật lý 2;40;40;0;11040;11040;"26-27;31-44";305;25N75(X2);Trần Thị Hồng;8-10,H208;;;;;;
2657;25;75;319012125202575;Giải tích 2;40;40;0;11715;11715;"26-27;31-44";319;25N75(X2);Nguyễn Thành Chung;;;;;;1-4,H303;
2658;25;75;413031125202575;Anh văn A2.2;42;42;0;41000;41000;"26-27;31-44";413;25N75(X2);Trương Thị ánh Tuyết;;;7-10,B101;;;;
2659;25;75A;107371025202575A;TN hóa đại cương (1TC);25;25;0;"11378
";"11378
";39-43;107;25N75(X2);"Trần Thị Ánh Tuyết
";;;1-4,D105;;;;
2660;25;75A;305067025202575A;TN Vật lý (Điện-Từ-Quang);24;24;0;11040;11040;36-39;305;25N75(X2);"Trần Thị Hồng
";;;;;7-10,D212;;
2661;25;75B;107371025202575B;TN hóa đại cương (1TC);25;25;0;"11378
";"11378
";39-43;107;25N75(X2);"Trần Thị Ánh Tuyết
";;;;;1-4,D105;;
2662;25;75B;305067025202575B;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;40-43;305;25N75(X2);Lê Vũ Trường Sơn;1-4,D212;;;;;;
2663;25;76;111187025202576;Ngôn ngữ lập trình trong xây dựng;45;45;0;10219;10219;"26-27;31-44";111;25N76(THXD1);Phạm Thành Hưng;;1-2,F207;;;;;
2664;25;76;413031125202576;Anh văn A2.2;42;42;0;41000;41000;"26-27;31-44";413;25N76(THXD1);Trương Thị ánh Tuyết;;;;7-10,B105;;;
2665;25;77;111187025202577;Ngôn ngữ lập trình trong xây dựng;45;45;0;10219;10219;"26-27;31-44";111;25N77(THXD2);Phạm Thành Hưng;9-10,H206;;;;;;
2666;25;77;217002025202577;Kinh tế chính trị Mác - Lênin;88;88;0;10938;10938;"26-27;31-44";217;25N77(THXD2);Nguyễn Thị Thu Huyền;;;;;6-7,H302;;
2667;25;77;305064125202577;Vật lý 2;88;88;0;11040;11040;"26-27;31-44";305;25N77(THXD2);Trần Thị Hồng;;8-10,H206;;;;;
2668;25;77;319012125202577;Giải tích 2;88;88;0;10973;10973;"26-27;31-44";319;25N77(THXD2);Nguyễn Thị Thùy Dương;;;;;;1-4,H302;
2669;25;77;319026025202577;Đại số tuyến tính;88;88;0;11522;11522;"26-27;31-44";319;25N77(THXD2);Trần Nam Sinh;6-8,H206;;;;;;
2670;25;77;413031125202577;Anh văn A2.2;42;42;0;40980;40980;"26-27;31-44";413;25N77(THXD2);Trần Thị Túy Phượng;;;7-10,B108;;;;
2671;25;77A;111187025202577A;Ngôn ngữ lập trình trong xây dựng (Giảng dạy tiếng anh);25;25;0;10219;10219;"26-27;31-44";111;25N77(THXD2);Phạm Thành Hưng;;;;;9-10,H101;;
2672;25;77A;305067025202577A;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;40-43;305;25N77(THXD1,2);Lê Vũ Trường Sơn;7-10,D212;;;;;;
2673;25;77B;305067025202577B;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;40-43;305;25N77(THXD1,2);Lê Vũ Trường Sơn;;1-4,D212;;;;;
2674;25;77C;305067025202577C;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;40-43;305;25N77(THXD1,2);Lê Vũ Trường Sơn;;7-10,D212;;;;;
2675;25;78;111187025202578;Ngôn ngữ lập trình trong xây dựng;40;40;0;11558;11558;"26-27;31-44";111;25N78(ĐTTM);Ngô Thanh Vũ;9-10,H102;;;;;;
2676;25;78;305064125202578;Vật lý 2;40;40;0;10797;10797;"26-27;31-44";305;25N78(ĐTTM);Nguyễn Bá Vũ Chính;;;;;;1-3,H306;
2677;25;78;319012125202578;Giải tích 2;40;40;0;11715;11715;"26-27;31-44";319;25N78(ĐTTM);Nguyễn Thành Chung;;;;7-10,H206;;;
2678;25;78;319026025202578;Đại số tuyến tính;40;40;0;11684;11684;"26-27;31-44";319;25N78(ĐTTM);Nguyễn Lê Trâm;;3-5,E1.101;;;;;
2679;25;78;413031125202578;Anh văn A2.2;42;42;0;41003;41003;"26-27;31-44";413;25N78(ĐTTM);Trần Vũ Mai Yên;;;7-10,B105;;;;
2680;25;78A;305067025202578A;TN Vật lý (Điện-Từ-Quang);24;24;0;11031;11031;40-43;305;25N78(ĐTTM);"Nguyễn Quý Tuấn
";;;1-4,D212;;;;
2681;25;78B;305067025202578B;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;40-43;305;25N78(ĐTTM);Lê Vũ Trường Sơn;;;7-10,D212;;;;
2682;25;79;111193025202579;Thủy lực trong kỹ thuật môi trường;64;64;0;10445;10445;"26-27;31-44";111;25N79(MT);Lê Văn Thảo;8-9,H205;;;;;;
2683;25;79;117165025202579;Hóa học môi trường;64;64;0;10874;10874;"26-27;31-44";117;25N79(MT);Lê Thị Xuân Thùy;6-7,H205;;;;;;
2684;25;79;210001025202579;Pháp luật đại cương;64;64;0;11053;11053;"26-27;31-44";210;25N79(MT);Nguyễn Thị Thanh Hà;;9-10,H205;;;;;
2685;25;79;319012125202579;Giải tích 2;64;64;0;11715;11715;"26-27;31-44";319;25N79(MT);Nguyễn Thành Chung;;;;;1-4,H206;;
2686;25;79;319026025202579;Đại số tuyến tính;64;64;0;11694;11694;"26-27;31-44";319;25N79(MT);Nguyễn Thanh Hưng;;6-8,H205;;;;;
2687;25;79;413031125202579;Anh văn A2.2;42;42;0;40980;40980;"26-27;31-44";413;25N79(MT);Trần Thị Túy Phượng;;;1-4,B201;;;;
2688;25;81;117066225202581;Sinh thái môi trường;55;55;0;10707;10707;"26-27;31-44";117;25N81(QLMT);Phạm Thị Kim Thoa;6-7,H401;;;;;;
2689;25;81;117165025202581;Hóa học môi trường;55;55;0;10874;10874;"26-27;31-44";117;25N81(QLMT);Lê Thị Xuân Thùy;8-9,H401;;;;;;
2690;25;81;210001025202581;Pháp luật đại cương;55;55;0;11053;11053;"26-27;31-44";210;25N81(QLMT);Nguyễn Thị Thanh Hà;;6-7,H401;;;;;
2691;25;81;319012125202581;Giải tích 2;55;55;0;30935;30935;"26-27;31-44";319;25N81(QLMT);Nguyễn Hoàng Thành;;;;1-4,H402;;;
2692;25;81;319026025202581;Đại số tuyến tính;55;55;0;11522;11522;"26-27;31-44";319;25N81(QLMT);Trần Nam Sinh;;8-10,H401;;;;;
2693;25;81;413031125202581;Anh văn A2.2;42;42;0;11136;11136;"26-27;31-44";413;25N81(QLMT);Trần Thị Quỳnh Châu;;;7-10,B106;;;;
2694;25;83;118219025202583;Kinh tế học;68;68;0;10804;10804;"26-27;31-44";118;25N83(KX1);Nguyễn Thị Thảo Nguyên;;;;;9-10,H306;;
2695;25;83;217002025202583;Kinh tế chính trị Mác - Lênin;68;68;0;11183;11183;"26-27;31-44";217;25N83(KX1);Nguyễn Lê Thu Hiền;;;6-7,H206;;;;
2696;25;83;305001125202583;Vật lý 1;68;68;0;30933;30933;"26-27;31-44";305;25N83(KX1);Lê Văn Thanh Sơn;;;8-10,H206;;;;
2697;25;83;319004125202583;Xác suất thống kê;68;68;0;11669;11669;"26-27;31-44";319;25N83(KX1);Phan Trần Đức Minh;;;;;6-8,H306;;
2698;25;83;319012125202583;Giải tích 2;68;68;0;11715;11715;"26-27;31-44";319;25N83(KX1);Nguyễn Thành Chung;;7-10,H402;;;;;
2699;25;83;413031125202583;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N83(KX1);Lê Thị Nhi;1-4,B206;;;;;;
2700;25;83A;305066025202583A;TN Vật lý (Cơ-Nhiệt);24;24;0;11041;11041;40-43;305;25N83(KX1);Đinh Thanh Khẩn;;;;1-4,D211;;;
2701;25;83B;305066025202583B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N83(KX1);Trịnh Ngọc Đạt;;;;6-9,D211;;;
2702;25;83C;305066025202583C;TN Vật lý (Cơ-Nhiệt);24;24;0;11513;11513;40-43;305;25N84(KX2);Lê Vũ Trường Sơn;;;;;10-13,D211;;
2703;25;84;118219025202584;Kinh tế học;64;64;0;10804;10804;"26-27;31-44";118;25N84(KX2);Nguyễn Thị Thảo Nguyên;;;;;6-7,H301;;
2704;25;84;217002025202584;Kinh tế chính trị Mác - Lênin;64;64;0;11183;11183;"26-27;31-44";217;25N84(KX2);Nguyễn Lê Thu Hiền;;;;;8-9,H301;;
2705;25;84;305001125202584;Vật lý 1;64;64;0;10982;10982;"26-27;31-44";305;25N84(KX2);Hoàng Đình Triển;;;6-8,H402;;;;
2706;25;84;319004125202584;Xác suất thống kê;64;64;0;11067;11067;"26-27;31-44";319;25N84(KX2);Nguyễn Thị Thu Sương;;6-8,E2.201;;;;;
2707;25;84;319012125202584;Giải tích 2;64;64;0;11615;11615;"26-27;31-44";319;25N84(KX2);Trần Văn Sự;;;;1-4,H207;;;
2708;25;84;413031125202584;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N84(KX2);Lê Thị Nhi;7-10,B303;;;;;;
2709;25;84A;305066025202584A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;40-43;305;25N84(KX2);Trịnh Ngọc Đạt;;;;10-13,D211;;;
2710;25;84B;305066025202584B;TN Vật lý (Cơ-Nhiệt);24;24;0;10797;10797;40-43;305;25N84(KX2);"Nguyễn Bá Vũ Chính
";;;;;1-4,D211;;
2711;25;84C;305066025202584C;TN Vật lý (Cơ-Nhiệt);24;24;0;11513;11513;40-43;305;25N84(KX2);Lê Vũ Trường Sơn;;;;;6-9,D211;;
