as_of_date,fiscal_year,region,borrower_country,borrower_country_code,project_id,project_name,procurement_category,procurement_method,project_global_practice,wb_contract_number,contract_description,contract_signing_date,supplier,supplier_country,supplier_country_code,supplier_contract_amount_usd,borrower_contract_reference_number,review_type
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682850,DA11/AAA/C9,2021-06-01,NGUYEN XUAN HUNG,Viet Nam,VN,47000.000000,DA11/AAA/C9,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682853,"X&#226;y d&#7921;ng H&#7891; ch&#7913;a n&#432;&#7899;c ng&#7885;t, Ti&#7875;u d&#7921; &#225;n 8 t&#7881;nh C&#224; Mau",2021-12-22,LIÊN DANH CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI THỚI BÌNH - CÔNG T,Viet Nam,VN,8677905.380000,CM-CW08,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682865,"N&#226;ng c&#7845;p, c&#7843;i t&#7841;o, s&#7917;a ch&#7919;a Tr&#7841;m Th&#7911;y v&#259;n D&#7915;a, Y&#234;n Th&#432;&#7907;ng, S&#417;n Di&#7879;m, H&#242;a Duy&#7879;t v&#224; x&#226;y d&#7921;ng c&#244;ng tr&#236;nh tr&#7909; c&#259;ng c&#225;p Tr&#7841;m Th&#225;c C&#7841;n , H&#7891; S&#244;ng Bung 2",2021-10-25,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SỐ 18.5,Viet Nam,VN,489248.170000,C2-MONRE- CW1,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682865,"N&#226;ng c&#7845;p, c&#7843;i t&#7841;o, s&#7917;a ch&#7919;a Tr&#7841;m Th&#7911;y v&#259;n D&#7915;a, Y&#234;n Th&#432;&#7907;ng, S&#417;n Di&#7879;m, H&#242;a Duy&#7879;t v&#224; x&#226;y d&#7921;ng c&#244;ng tr&#236;nh tr&#7909; c&#259;ng c&#225;p Tr&#7841;m Th&#225;c C&#7841;n , H&#7891; S&#244;ng Bung 2",2021-10-25,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ TƯ VẤN KỸ THUẬT 36,Viet Nam,VN,489248.170000,C2-MONRE- CW1,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Non-consulting Services,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682873,"C&#7853;p nh&#7853;t, ph&#225;t tri&#7875;n v&#224; t&#237;ch h&#7907;p h&#7879; th&#7889;ng m&#244; h&#236;nh th&#7911;y v&#259;n, th&#7911;y l&#7921;c ph&#7909;c v&#7909; m&#244; ph&#7887;ng v&#224; d&#7921; b&#225;o d&#242;ng ch&#7843;y tr&#234;n l&#432;u v&#7921;c s&#244;ng C&#7843; v&#224; l&#432;u v&#7921;c s&#244;ng Vu Gia - Thu B&#7891;n",2021-05-07,CÔNG TY CỔ PHẦN CÔNG NGHỆ XÂY DỰNG VÀ TỰ ĐỘNG HÓA VIỆT NAM,Viet Nam,VN,268199.230000,C2-MONRE-NC2,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Non-consulting Services,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682873,"C&#7853;p nh&#7853;t, ph&#225;t tri&#7875;n v&#224; t&#237;ch h&#7907;p h&#7879; th&#7889;ng m&#244; h&#236;nh th&#7911;y v&#259;n, th&#7911;y l&#7921;c ph&#7909;c v&#7909; m&#244; ph&#7887;ng v&#224; d&#7921; b&#225;o d&#242;ng ch&#7843;y tr&#234;n l&#432;u v&#7921;c s&#244;ng C&#7843; v&#224; l&#432;u v&#7921;c s&#244;ng Vu Gia - Thu B&#7891;n",2021-05-07,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ XÂY DỰNG KAD VIỆT NAM,Viet Nam,VN,268199.230000,C2-MONRE-NC2,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682878,DA13/AAA/C4,2021-06-04,DO TAT CUONG,Viet Nam,VN,8000.000000,DA13/AAA/C4,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682879,"Independent environmental monitoring, resettlement monitoring",2020-10-28,CONSULTANCY AND HUMAN RESOURCES DEVELOPMENT COMPANY LIMITED,Viet Nam,VN,118114.770000,WB-TV-02,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682879,"Independent environmental monitoring, resettlement monitoring",2020-10-28,LHC VIET NAM INVESTMENT AND TRADING COMPANY LIMITED,Viet Nam,VN,118114.770000,WB-TV-02,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Goods,Request for Bids,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1682882,HH23: THUC HIEN VA HOAN THANH GOI THAU HH23 - TAI LIEU TRUYEN THONG THUOC DU AN CHUYEN DOI NONG NGHIEP BEN VUNG TINH SOC TRANG.,2019-12-19,CONG TY CO PHAN DAU TU PHAT TRIEN CONG NGHE AN VIET,Viet Nam,VN,44768.990000,HH 23,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Goods,Request for Bids,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1682882,HH23: THUC HIEN VA HOAN THANH GOI THAU HH23 - TAI LIEU TRUYEN THONG THUOC DU AN CHUYEN DOI NONG NGHIEP BEN VUNG TINH SOC TRANG.,2019-12-19,CONG TY CO PHAN TRUYEN THONG SMD,Viet Nam,VN,44768.990000,HH 23,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1682883,PMU/AAA/C20,2021-06-01,VU CUONG,Viet Nam,VN,24000.000000,PMU/AAA/C20,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Non-consulting Services,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682884,&#272;&#7847;u t&#432; x&#226;y d&#7921;ng ph&#7847;n m&#7873;m h&#7895; tr&#7907; gi&#225;m s&#225;t v&#224; qu&#7843;n l&#253; v&#7853;n h&#224;nh an to&#224;n h&#7891; ch&#7913;a tr&#234;n l&#432;u v&#7921;c s&#244;ng C&#7843; v&#224; s&#244;ng Vu Gia - Thu B&#7891;n,2021-09-01,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ VÀ TRUYỀN THÔNG,Viet Nam,VN,592879.500000,C2-MONRE-NC1,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1682900,DA8/AAA/C2,2021-06-02,LAC VIET COMPUTING CORPORATION,Viet Nam,VN,48590.930000,DA8/AAA/C2,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1682901,ST-XL-28: NANG CAP CONG TRINH GIAO THONG PHUC VU PHAT TRIEN LUA GAO BEN VUNG TREN DIA BAN XA TRINH PHU - HUYEN KE SACH,2021-12-24,CONG TY TNHH XAY DUNG SANACO,Viet Nam,VN,252448.830000,ST-XL-28,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Quality And Cost-Based Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682903,Package HD-CS-01: Construction supervision and contract management for all goods and works packages (Time-Based Contract),2021-12-25,"KUNHWA ENGINEERING & CONSULTING CO., LTD","Korea, Republic of",KR,896227.270000,HD-CS-01,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Quality And Cost-Based Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682903,Package HD-CS-01: Construction supervision and contract management for all goods and works packages (Time-Based Contract),2021-12-25,"VIET VUONG CONSTRUCTION AND INVESTMENT, CONSULTING JOINT STOCK COMPANY",Viet Nam,VN,896227.270000,HD-CS-01,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682921,KA-PW-07: Construction and installation of wastewater collection,2021-12-23,VIETNAM AGRICULTURE OF CONSTRUCTION JSC (VINACCO),Viet Nam,VN,5576860.000000,KA-PW-07,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682921,KA-PW-07: Construction and installation of wastewater collection,2021-12-23,TU LAP CONSTRUCTION COMPANY LIMITED (TU LAP),Viet Nam,VN,5576860.000000,KA-PW-07,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682921,KA-PW-07: Construction and installation of wastewater collection,2021-12-23,"JOINT STOCK COMPANY, CONSTRUCTION JOINT STOCK COMPANY NO. 5 (SC5)",Viet Nam,VN,5576860.000000,KA-PW-07,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1683098,PMU/AAA/C13,2021-04-20,PHAM QUOC HOAN,Viet Nam,VN,20182.000000,PMU/AAA/C13,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P157127,Forest Sector Modernization and Coastal Resilience Enhancement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1683102,"FMCR-QT-XL03/2021/H&#272;XL: N&#226;ng c&#7845;p &#273;&#234; c&#225;t x&#227; Gio M&#7929;, huy&#7879;n Gio Linh",2021-11-30,CÔNG TY TNHH NAM BẾN HẢI,Viet Nam,VN,174016.520000,FMCR-QT-XL03,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P157127,Forest Sector Modernization and Coastal Resilience Enhancement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1683102,"FMCR-QT-XL03/2021/H&#272;XL: N&#226;ng c&#7845;p &#273;&#234; c&#225;t x&#227; Gio M&#7929;, huy&#7879;n Gio Linh",2021-11-30,CÔNG TY TNHH MTV PHƯỚC BÌNH QUẢNG TRỊ,Viet Nam,VN,174016.520000,FMCR-QT-XL03,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P157127,Forest Sector Modernization and Coastal Resilience Enhancement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1683102,"FMCR-QT-XL03/2021/H&#272;XL: N&#226;ng c&#7845;p &#273;&#234; c&#225;t x&#227; Gio M&#7929;, huy&#7879;n Gio Linh",2021-11-30,CÔNG TY CỔ PHẦN TỔNG HỢP MIỀN TRUNG,Viet Nam,VN,174016.520000,FMCR-QT-XL03,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1683112,Construction for the road connecting with an embankment in Ward No.7,2021-11-22,HD NHA VIET GROUP JOINT STOCK COMPANY,Viet Nam,VN,573862.940000,TA-PW-2.6,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1683113,PMU/AAA/C15,2021-04-16,VU HAI KIEN,Viet Nam,VN,21250.000000,PMU/AAA/C15,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152851,Can Tho Urban Development and Resilience Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management",1683196,CT3-CS-TV19 / Independent Consultant for auditing for Phase 2,2021-08-26,UHY AUDITING AND CONSULTING COMPANY LIMITED.,Viet Nam,VN,63510.840000,CT3-CS-TV19,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683231,CW08.1 - Construction of wastewater collection and treatment system for Tho Tang Town,2021-12-22,URBAN ARCHITECTURE DEVELOPMENT CONSTRUCTION AND INVESTMENT JOINT STOCK COMPANY,Viet Nam,VN,1279961.060000,CW08.1,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683231,CW08.1 - Construction of wastewater collection and treatment system for Tho Tang Town,2021-12-22,SEEN TECHNOLOGIES CORPORATION JSC,Viet Nam,VN,1279961.060000,CW08.1,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1683232,"Package for designing communication materials (leaflets, manuals)",2021-05-31,GREEN MEDIA - TRADING JOINT STOCK COMPANY,Viet Nam,VN,20146.840000,TV-LTM-CS-01,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683238,"Equipment Supply, Installation and Construction of Kim Xa Pumping Station and auxiliary works.",2021-12-23,PUMPS EUROPE JOINT STOCK COMPANY,Viet Nam,VN,5630196.540000,CW 03,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683238,"Equipment Supply, Installation and Construction of Kim Xa Pumping Station and auxiliary works.",2021-12-23,VIETNAM MACHINERY INSTALLATION CORPORATION - JSC,Viet Nam,VN,5630196.540000,CW 03,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683253,CW08.2 - Construction of wastewater collection and treatment system for Yen Lac Town,2021-12-22,URBAN ARCHITECTURE DEVELOPMENT CONSTRUCTION AND INVESTMENT JOINT STOCK COMPANY,Viet Nam,VN,1856743.930000,CW08.2,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683253,CW08.2 - Construction of wastewater collection and treatment system for Yen Lac Town,2021-12-22,SEEN TECHNOLOGIES CORPORATION JSC,Viet Nam,VN,1856743.930000,CW08.2,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683257,CW08.3 - Construction of wastewater collection and treatment system for Tho Tang Town,2021-12-22,URBAN ARCHITECTURE DEVELOPMENT CONSTRUCTION AND INVESTMENT JOINT STOCK COMPANY,Viet Nam,VN,1661121.750000,CW08.3,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683257,CW08.3 - Construction of wastewater collection and treatment system for Tho Tang Town,2021-12-22,SWATER KANKYO CORPORATION,Viet Nam,VN,1661121.750000,CW08.3,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P156849,Support for Autonomous Higher Education Project (SAHEP),Goods,Request for Bids,Education,1683334,IT Infrastructure for the operation of shared e-Library Portal,2021-12-30,CMC TECHNOLOGY AND SOLUTION COMPANY LIMITED,Viet Nam,VN,1223152.300000,NEU. G02.1,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P156849,Support for Autonomous Higher Education Project (SAHEP),Goods,Request for Bids,Education,1683334,IT Infrastructure for the operation of shared e-Library Portal,2021-12-30,HOANGTHANH TRADE AND TECHNOLOGYCAL DEVELOPMENT COMPANY LIMITED,Viet Nam,VN,1223152.300000,NEU. G02.1,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683345,Lot 2 (CW07.2) - Construction of Nguyet Duc Discharge Canal,2021-12-23,MINH ANH CONSTRUCTION JOINT STOCK COMPANY,Viet Nam,VN,3091662.650000,CW07.2,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683345,Lot 2 (CW07.2) - Construction of Nguyet Duc Discharge Canal,2021-12-23,THANH HOA AGRICUITURAL CONSTRUCTION AND RURAL DEVELOPMENT CORPORATION - JOINT ST,Viet Nam,VN,3091662.650000,CW07.2,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683345,Lot 2 (CW07.2) - Construction of Nguyet Duc Discharge Canal,2021-12-23,JOINT STOCK COMPANY NO.473,Viet Nam,VN,3091662.650000,CW07.2,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683348,Lot 1 (CW07.1) - Construction of Nguyet Duc Suction Canal (from Sau Vo 2 Culvert to 303 Road) and Dredging of Sau Vo Lake,2022-01-13,CONSTRUCTION AND RURAL DEVELOPMENT JOINT STOCK COMPANY - CONRUDE - JOSCO10,Viet Nam,VN,2303509.600000,CW07.1,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683348,Lot 1 (CW07.1) - Construction of Nguyet Duc Suction Canal (from Sau Vo 2 Culvert to 303 Road) and Dredging of Sau Vo Lake,2022-01-13,VIETNAM AGRICULTURAL CONSTRUCTION JOINT STOCK CORPORATION,Viet Nam,VN,2303509.600000,CW07.1,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152460,Vinh Phuc Flood Risk and Water Management Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1683348,Lot 1 (CW07.1) - Construction of Nguyet Duc Suction Canal (from Sau Vo 2 Culvert to 303 Road) and Dredging of Sau Vo Lake,2022-01-13,"HOA HIEP CO., LTD",Viet Nam,VN,2303509.600000,CW07.1,Prior
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P156143,Vietnam Coastal Cities Sustainable Environment Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry",1683349,Cha La Channel Upgrading and operational road and TH5 channel. Construction of Nhi Phuoc Channel,2020-05-28,CÔNG TY CỎ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN NÔNG THÔN,Viet Nam,VN,3753822.640000,PR-1.1,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P156143,Vietnam Coastal Cities Sustainable Environment Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry",1683353,Construction of school sanitary facilities and public toilets,2020-04-27,CÔNG TY TNHH DỊCH VỤ KỸ THUẬT TRUNG VIỆT,Viet Nam,VN,263049.690000,PR-1.4,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1683354,"Consulting package in preparation for product quality certification of shrimp - mangrove model (training, advisory and instructive services for adoption of farming standards)",2021-08-17,GQS QUALITY SOLUTION COMPANY LTD.,Viet Nam,VN,163792.740000,TV-LTM-CS-02,Post
