STT;Tên trang thiết bị;Chủng loại  (model) / Mã sản phẩm;Số lưu hành hoặc số giấy phép nhập khẩu;Năm sản xuất;Nước sản xuất;Hãng sản xuất;Hãng/ nước chủ sở hữu;Đơn vị tính; Số lượng ; Đơn giá trúng thầu (VNĐ) ;Tính năng kỹ thuật cơ bản;Đơn vị trúng thầu;Mã số thuế của đơn vị trúng thầu;Tên cơ sở y tế tổ chức đấu thầu;Số/ngày ban hành Quyết định trúng thầu;;;;;;;;;
874;Test xét nghiệm nước tiểu 10 thông số;U031-101;"Số: 220001520/PCBB-BYT 
Cấp ngày: 07/03/2022";2024 trở đi;Trung Quốc;ACON Biotech (Hangzhou) Co., Ltd;ACON Biotech (Hangzhou) Co., Ltd-Trung Quốc;Hộp; 120 ; 210.000 ; Đo các chỉ số : Leukocytes, Nitrite, Urobilinogen, Protein, pH, Blood, Specific Gravity, Ketone, Bilirubin, Glucose (LEU/ NIT/ URO/ PRO/ pH/ BLO/ SG/ KET/ BIL/ GLU). Dạng que. ;Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
875;"Onsite H.Pylori Ab Combo 
Rapid Test";R0191C;"Số: 220002280/PCBB-HN
Cấp ngày: 30/06/2022";2024 trở đi;Trung Quốc;Beijing Genesee Biotech, Inc;CTK Biotech, Inc.- Mỹ;Test; 200 ; 23.500 ;"Phát hiện các kháng thể IgG, IgA, IgM kháng H. pylori
- Mẫu thử: máu toàn phần, huyết thanh, huyết tương
- Đạt tiêu chuẩn ISO 13485:2016
- ﻿Độ nhạy tương quan: 86,7%; Độ đặc hiệu tương quan: 91%
﻿Khay thử bao gồm: 
1. vùng cộng hợp có màu đỏ tía được phủ sẵn kháng nguyên H. pylori bao gồm cộng hợp vàng Cag-A (cộng hợp H. pylori) và cộng hợp vàng kháng thể kiểm soát. 
2. một màng nitrocellulose chứa một vạch kết quả (vạch T) và một vạch chứng (vạch C). Vạch T được phủ sẵn kháng nguyên H. pylori không cộng hợp và vạch C được phủ sẵn kháng thể kiểm soát.";Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
876;ABO & RhD Blood Grouping Kit;"ITP51001
-TC20";"Số: QLSP-0694-19; Ngày cấp: 10/07/2019;";2024 trở đi;Trung Quốc;InTec Products, Inc;InTec Products, Inc - Trung Quốc;Test; 200 ; 14.500 ;"Kit thử hệ nhóm ABO & rhD (phương pháp pha rắn) được sử dụng để phân biệt nhóm máu hệ ABO & RhD
Mẫu phẩm: Máu toàn phần
Độ nhạy: 100%, Độ đặc hiệu: 100%  ; Phân loại TTBYT loại D
Thành phần kit thử: 
Ô nhận mẫu A: kháng thể đơn dòng kháng kháng nguyên A (10μg)
Ô nhận mẫu B: kháng thể đơn dòng kháng kháng nguyên B (10μg ) 
Ô nhận mẫu D: Kháng thể đơn dòng kháng kháng nguyên D (10μg)";Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
877;Bóng đèn cho máy xét nghiệm sinh hóa;;;2024 trở đi;Trung Quốc;Mindray;Mindray- Trung Quốc;Cái; 8 ; 4.500.000 ;Sử dụng cho máy xét nghiệm sinh hóa;Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
878;Bóng đèn cho máy xét nghiệm sinh hóa ;;;2024 trở đi;Ý;Edif Instruments;Edif Instruments- Ý;Cái; 4 ; 4.320.000 ;Sử dụng cho máy xét nghiệm sinh hóa;Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
879;Cuvette ;;;2024 trở đi;Trung Quốc;Mindray;Mindray- Trung Quốc;Cái; 2.000 ; 18.000 ;Hộp 250 cái;Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
880;Kim chích máu;Twist Lancets: Soft;"Số: 220000500/PCBB-BYT;
Ngày cấp: 11/01/2022";2024 trở đi;Trung Quốc;SteriLance Medical (Suzhou) Inc;SteriLance Medical (Suzhou) Inc- Trung Quốc;Hộp; 20 ; 28.000 ;"- Đạt tiêu chuẩn ISO 13485:2016
- Loại kim ( cỡ) 28 G, phù hợp với mọi loại bút chích máu đường huyết cá nhân
-Kim chích máu được làm từ thép không gỉ
-Thân kim và nắp bảo về được làm từ nhựa Polyethylene
- Đóng gói: 100 chiếc/hộp.";Công ty TNHH Thiết bị y tế Phan Nguyễn;0107434539;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
881;Anti-D (IgM+IgG);"822001; 822002";SPCĐ-TTB-753-19;2024;Ai Cập;Spectrum Diagnostic, Ai Cập;Spectrum Diagnostic, Ai Cập;Lọ; 20 ; 135.800 ;"Kháng thể đơn dòng có dẫn xuất từ tế bào dòng lai (CCS) Anti-D BS225 1,0ml. 
Hiệu giá > 1:256. Độ đặc hiệu 100%. Độ chính xác 100%. ";Công ty TNHH thiết bị vật tư Hoàng Bảo;109373842;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
882;Antil A;"810001; 810002";SPCĐ-TTB-750-19;2024;Ai Cập;Spectrum Diagnostic, Ai Cập;Spectrum Diagnostic, Ai Cập;Lọ; 25 ; 77.000 ;Là các thuốc thử có sẵn dẫn xuất từ việc nuôi cấy tế bào chuột lai. Anti-A kháng thể đơn dòng dẫn xuất từ tế bào dòng lai (CCS) A500100 1,0ml. Hiệu giá > 1:256. Độ đặc hiệu 100%. Độ chính xác 100%. ;Công ty TNHH thiết bị vật tư Hoàng Bảo;109373842;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
883;Antil B;"814001; 814002";SPCĐ-TTB-752-19;2024;Ai Cập;Spectrum Diagnostic, Ai Cập;Spectrum Diagnostic, Ai Cập;Lọ; 25 ; 77.000 ;"Là các thuốc thử có sẵn dẫn xuất từ việc nuôi cấy tế bào chuột lai. Anti-B kháng thể đơn dòng dẫn xuất từ tế bào dòng lai (CCS) B501100 1,0ml. 
Hiệu giá > 1:256. Độ đặc hiệu 100%. Độ chính xác 100%. ";Công ty TNHH thiết bị vật tư Hoàng Bảo;109373842;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
884;Antil AB;"816001; 816002";SPCĐ-TTB-751-19;2024;Ai Cập;Spectrum Diagnostic, Ai Cập;Spectrum Diagnostic, Ai Cập;Lọ; 25 ; 77.000 ;"Là các thuốc thử có sẵn dẫn xuất từ việc nuôi cấy tế bào chuột lai. Anti-AB kháng thể đơn dòng dẫn xuất từ tế bào dòng lai (CCS) A-5E10; B-2D7 1,0ml.  Hiệu giá > 1:256. Độ đặc hiệu 100%. Độ chính xác 100%. ";Công ty TNHH thiết bị vật tư Hoàng Bảo;109373842;Trung tâm Y tế huyện Bình Gia;Số 113/QĐ-TTYT, ngày 25 tháng 11 năm 2024 ;;;;;;;;;
885;Trueline HIV 1/2 Ab Rapid Test;IHIB-402;"SPCĐ-TTB
 808-21";2024;Việt Nam;Medicon;Medicon / Việt Nam;Test; 200 ; 16.800 ;"Định tính phát hiện kháng thể kháng HIV-1 và/ hoặc HIV-2 trong máu toàn phần, huyết thanh hoặc huyết tương của người. Hoạt chất chính: Kháng nguyên tái tổ hợp HIV, kháng nguyên tái tổ hợp HIV-1, kháng nguyên tái tổ hợp HIV-2.
 - Độ nhạy tương quan: 100%,
 - Độ đặc hiệu tương quan: 99.89%,
 - Độ chính xác: 99.99%.
 - Độ chính xác ngẫu nhiên lặp: 100%
 Không phản ứng chéo với các mẫu dương tính: HBsAg, Anti-Syphilis, Anti-HCV, Anti-RF, Anti-Rubella IgG
 Không bị nhiễu bởi các chất: Creatine 200 mg/dL, Bilirubin 1g/dL, Caffeine 20 mg/dL";CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG ANH;0101581745;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
886;Bao cao su;APNUMBERONE;"2200220
  ĐKLH/BYT-TB-CT";2024;Việt Nam;TBYT An Phú;TBYT An Phú / Việt Nam;Cái; 2 ; 945.000 ;Chất liệu cao su tự nhiên, chiều dài ≥170 mm, rộng từ 49mm ±2mm đến 52mm ± 2mm, độ dày 0,065mm ± 0,015mm.;CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG ANH;0101581745;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
887;Bơm tiêm sử dụng một lần Tanaphar (3ml);BT3.TNP;230000534/PCBB/PCBB-HN;2024;Việt Nam;Tanaphar;Tanaphar / Việt Nam;Cái; 3 ; 683.000 ;"Nhựa y tế nguyên sinh. Pít tông có khía bẻ gãy để hủy. Vô trùng - không độc - không buốt - không có chất gây sốt - không DEHP (có phiếu kiểm nghiệm). Cỡ kim 23G x 1'' và 25G x 1'', 25, 25Gx5/8''. Tiệt trùng bằng khí Ethylene Oxide (E.O). Đạt tiêu chuẩn EN ISO 13485; TCVN; CE;";CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG ANH;0101581745;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
888;Bông y tế thấm nước 1Kg;BHN1;180000006/PCBA-NĐ;2024;Việt Nam;An Lành;An Lành / Việt Nam;Kg; 16 ; 126.000 ;"Được sản xuất từ 100% bông xơ thiên nhiên (100% cotton), có độ thấm hút cao. Sợi bông thành dải liền, các thớ bông xếp theo 1 chiều, không có các thớ bông xếp ngang dọc, bông mịn. Bông trắng, không mùi, xơ bông mảnh, dai, không bị tơi, không có xơ ngoại lai, không lẫn tạp chất, mảnh lá và vỏ hạt. Không độc tố và không gây dị ứng, không có tinh bột, không có xơ mùn hòa tan trong nước và dịch phủ tạng. Tốc độ hút nước: Thời gian chìm =< 5 giây. Độ ẩm: ≤ 8%. Độ acid và độ kiềm: Trung tính. Hàm lượng chất béo: Không vượt quá 0.5%. Đạt tiêu chuẩn ISO 9001:2015; ISO 13485:2016; Chứng nhận FDA; Chứng nhận thực hành sản xuất tốt GMP; Chứng nhận CE";CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG ANH;0101581745;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
889;BD Soloshot™ Mini Auto-Disable Syringe 0.1ml 27G x 3/8'' (0.4 x 10mm);302251;220000378/PCBB-BYT;2024;Tây Ban Nha;Becton Dickinson S.A.;Becton Dickinson S.A./Tây Ban Nha;Chiếc; 1 ; 2.940 ;"1.Bơm tiêm làm bằng nhựa dùng một lần để tiêm trong da vắc xin BCG cho trẻ sơ sinh. 
 2. Dung tích bơm tiêm là 0,1ml. 
 3. Cỡ kim là 27G 3/8” 
 4. Thiết kế đầu kim với mặt vát 3 chiều. Đường kính độ dài kim tiêm phù hợp với tiêu chuẩn quốc tế; chiều dài đầu vát của mũi kim tiêm ≤ 1,2mm để đảm bảo kỹ thuật tiêm trong da. 
 5.Thể tích khoảng chết (thuốc tồn đọng) còn lại sau khi tiêm thấp giảm tồn lưu thuốc trong bơm tiêm sau khi đã sử dụng, tiết kiệm thuốc, đảm bảo lượng thuốc đủ được đưa vào người bệnh, tiết kiệm chi phí(theo tiêu chuẩn nhà sản xuất) 
 6. Bơm tiêm phải có tính năng tự khoá. 
 7. Đóng gói bao bì Blister.Tiêu chuẩn 13485, tiêu chuẩn CE, PQS ( Performance Quality Safety ) của WHO";CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG ANH;0101581745;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
890;"* Que thử đường huyết dùng với máy đo đường huyết cá nhân On-Call Plus
 * Kim chích máu";"*G133-111
 *G124-10A";"*104NK/BYT-TB-CT
 * 220001363/PCBB-HN";2024;Trung Quốc;ACON Biotech (Hangzhou) Co., Ltd.;ACON Biotech (Hangzhou) Co., Ltd. Trung Quốc;que; 500 ; 6.300 ;"*Que thử đường huyết:
 Công nghệ: Cảm biến sinh học/Điện hóa, đường oxidase (GOD). Thời gian đo: 10 giây
 Lượng mẫu tối thiểu: 0.5 µL. Loại mẫu xét nghiệm: Máu tươi toàn phần từ mao mạch
 Phạm vi HCT: 25 - 60%. Khoảng đo đường huyết: 1.1 - 33.3mmol/L (20 - 600mg/dL)
 Giá trị YSI tham chiếu được đo từ mẫu máu mao mạch lấy từ đầu ngón tay với khoảng giá trị mẫu phẩm từ 1.9 đến 28.2 mmol/L (34.3 đến 507 mg/dL), cho kết quả:
  - Đạt 100% nằm trong khoảng ±15% với nồng độ đường huyết < 5.55 mmol/L(100 mg/dL)
  - Đạt 99,6% nằm trong khoảng ±15% với nồng độ đường huyết ≥ 5.55 mmol/L (100 mg/dL)
 Tiêu chuẩn: ISO 13485:2016, ISO 15197, CE, FDA. Điều kiện làm việc: 5 - 45ºC; 10 - 90% RH
 * Kim chích máu:
 Kim chích máu được sử dụng với Bút chích máu để lấy một lượng nhỏ mẫu máu. 
 Đầu kim vát 3 cạnh để giảm đau khi lấy máu
 Kim được vô trùng
 Tiêu chuẩn : ISO, FDA";CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG ANH;0101581745;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
891;Máy xông khí dung;NE-C28;240001900/PCBB-HCM;2024;Trung Quốc;Omron Healthcare Co., Ltd - Trung Quốc;OMRON HEALTHCARE Co., Ltd- Nhật Bàn;Cái; 1 ; 1.410.000 ;Sử dụng công nghệ van ảo (V.V.T) cho hiệu quả xông cao, an toàn, giảm lượng thuốc hao hụt. Tốc độ xông 0.4ml/phút, hạt thuốc nhỏ mịn khoảng 3µm. Máy xông bền, hiệu suất xông mạnh, phù hợp cho gia đình.;CÔNG TY CỔ PHẦN THIẾT BỊ VẬT TƯ HOÀNG MINH;106122008;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
892;Máy hút dich 2 bình;7A-23D;22000237/PCBB-HCM;2024;Trung Quốc;"Jiangsu Yuyue Medical Equipment & Supply Co.,Ltd;
 - Trung Quốc";0;Cái; 1 ; 3.090.000 ;"CẤU HÌNH
 Máy chính và các phụ kiện đi kèm ĐẶC TRƯNG KẾT CẤU
 - Bơm chân không pit-tông không có dầu và hơi nước giúp ngăn ngừa vi khuẩn.
 - Nút điều chỉnh tay và chân giúp vận hành dễ dàng
 - Hệ thống điều chỉnh chân không có thể điều chỉnh dễ dàng.
 THÔNG SỐ KỸ THUẬT
 1. Chân không cao, dòng điện cao
 2. Điện vào: 180VA
 3. Nguồn điện AC220V±10% AC220V±10%AC220V±10% 60Hz 50Hz
 4. Chân không tối đa: ≥80kPa
 5. Chân không điều chỉnh trong khoảng 20kPa đến chân không tối đa
 6. Dòng khí tối đa: ≥20L/min (760mmHg)
 7. Mức âm thanh: ≤60dB(A)
 8. Bình hút (thủy tinh): 2500ml/bình, một máy có 2 bình
 9. Khối lượng: 15.5kg
 10. Kích thước: 360 x 320 x 480 (mm)
 Không được sử dụng máy ở nơi dễ cháy nổ.
 Hệ thống làm việc: hoạt động liên tục cùng với tải gián đoạn. Thời gian làm việc tối đa là 30 phút, tỷ lệ liên tục là 50%. Phân loại điện: Thiết bị loại I, ứng dụng nhóm B. Điều Kiện Làm Việc Bình Thường: - Nhiệt độ làm việc: +5 độC ~ +35độ C - Độ ẩm tương đối: 30% ~ 80% - Áp suất không khí: 86kPa ~ 106kPa";CÔNG TY CỔ PHẦN THIẾT BỊ VẬT TƯ HOÀNG MINH;106122008;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
893;Bộ khám ngũ quan;1-100;180002154/PCBA-HN;2024;Pakistan;SIMAECO TRADERS - Pakistan;0;bộ; 6 ; 921.000 ;Bộ khám ngũ quan trọn bộ gồm có: thân máy (cán sử dụng 2 pin trung), đầu khám mắt, đầu khám tai, mở mũi, đè lưỡi, gương khám răng 2 cỡ chuẩn, gọng dẫn quang cong & hộp bảo vệ cứng;CÔNG TY CỔ PHẦN THIẾT BỊ VẬT TƯ HOÀNG MINH;106122008;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
894;Xe đẩy bệnh nhân;X61;240002298/PCBA-HN;2024;Trung Quốc;Foshan Kaiyang Medical Equipment Co., Ltd - Trung Quốc;0;Cái; 2 ; 1.620.000 ;"Kích thước phủ bì: Rộng 60cm x cao 85,5cm x sâu 96,5cm
 Độ rộng ghế ngồi 45,5 x sâu 40,5cm
 Thành xe cao 23cm
 Cao tựa lưng 43cm
 Cao từ đất lên ghế ngồi 45cm
 Kích thước khi gấp gọn: cao 71 x sâu 68 x rộng 33cm
 Bánh trước 6 inchees
 Bánh sau 12 inches
 Trọng lượng xe 11,8kg, cả hộp 12,8kg
 Tải trọng: 100kg
 Kích thước hộp đựng: 67 x 25 x 76cm
 Bảo hành khung xe 6 tháng";CÔNG TY CỔ PHẦN THIẾT BỊ VẬT TƯ HOÀNG MINH;106122008;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
895;Bàn để dụng cụ;VN - X01;220003365/PCBA-HN;2024;Việt Nam;Vietnew99;0;cái; 5 ; 2.200.000 ;"Thông số kỹ thuật:
 - Kích thước: 600x400x tăng chỉnh
 - Mặt bàn inox tấm dày 0.8mm được gấp khay sâu 2-2.5cm
 - Khung bàn inox hộp 40x40mm lồng vào hộp 30x30mm bên ngoài có núm vặn tăng chỉnh
 - 4 bánh xe phi 50mm trong đó 2 cái có phanh, di chuyển êm nhẹ";Công ty TNHH Thiết bị y tế chuẩn VIETTROMED;106072847;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
896;Xe đẩy cấp phát thuốc và dụng cụ;VN - X02;220003365/PCBA-HN;2024;Việt Nam;Vietnew99;0;Cái; 2 ; 2.800.000 ;"Thông số kỹ thuật:
 - Kích thước: 750x490x900mm
 - Khung xe inox ống 25.4mm dày 1.0mm, mặt sàn xe inox tấm dày 0.8mm có thiết kế chống ồn
 - Xe có 2 ngăn kéo rút trơn nhẹ được trượt trên ray bi 
 - 4 bánh xe phi 100mm di chuyển êm nhẹ trong đó 2 cái có phanh
 - Inox 304";Công ty TNHH Thiết bị y tế chuẩn VIETTROMED;106072847;Trung tâm y tế thành phố Lạng Sơn;314/QĐ-TTYT ngày 19/11/2024;;;;;;;;;
897;Máy đo nồng độ cồn;iblow 10 (carton);Không;2024;Hàn Quốc;Sentech Xuất xứ: Hàn Quốc;Sentech Xuất xứ: Hàn Quốc;Cái; 1 ; 9.183.900 ;"Khoảng đo: 0.00 đến 2.000 mg/l BAC. Máy sử dụng 6 pin tiểu 1,5 V‐ AAA. Công nghệ: cảm biến SuracellTM tiên tiến cao cấp (cảm biến Cell Nhiên liệu). Kiểu tra tối đa: 12 người trong 1 phút. Chỉ báo ánh sáng LED: (Màu đỏ cho Không và Xanh cho Đạt). Chức năng lấy mẫu thủ công (Có thể đo lượng cồn trong chất lỏng). Màn hình FND: 0.00/Thấp/Cao hoặc kết quả số. Chỉ báo: Qua: 1 tiếng píp; Thấp: Tiếng píp ngắn lặp lại ;Cao: Hồi píp dài. Thời gian khởi động: 10s. Thời gian phân tích: 2s. Nhiệt độ làm việc: -05°C ~ 55°C. Nhiệt độ bảo quản: -10°C ~ 60°C. Tự động ngắt nguồn từ 30 đến 900s . Thời gian hiển thị: 1 đến 9s .Trọng lượng 370g( bao gồm pin). Kích thước: 276 x 44.5 x 44.5 mm.
 Cung cấp trọn bộ gồm : 01 Máy chính 1 hộp đựng carton 1 pin 1 HDSD";Công ty cổ phần Emin Việt Nam;0 105309275;Trung tâm y tế thành phố Lạng Sơn;355/QĐ-TTYT ngày 13/12/2024;;;;;;;;;
898;Kim châm cứu vô trùng sử dụng một lần;Dạng vỉ;230000037/PCBB-ĐNA;2023;Trung Quốc;Changchun AIK Medical Device Co., Ltd;Changchun AIK Medical Device Co., Ltd - Trung Quốc;Cái; 30 ; 325.000 ;- Kim châm cứu vô trùng dùng một lần, được cuộn xoắn ốc đồng đều bằng 1 sợi thép y tế, có màu đồng nhất, không có nếp nhăn. - Thân kim được làm từ thép không gỉ có khả năng chống gãy, chống ăn mòn, không có vết nứt, vết gãy hoặc tách thành các lớp - Kích thước của kim: Đường kính x Chiều dài: (0,18 - 0,40)mm x (8 – 150) mm - Độ cứng của kim: 450~650 HV (theo thang độ cứng Vicke), tương ứng với đường kính kim 0,3≤d<0,45 - Đầu kim được mài sắc, đánh bóng sắc nét và không có vết nhám, gờ, rìa gai hoặc móc - Đầu kim không bị cong hoặc rạn nứt sau khi bị tác động lực nén và lực châm tiêu chuẩn - Lực nén chịu tác động của kim: 0,5 N (đường kính 0,25<d≤0,35) - Lực châm của kim: 0,8 N (đường kính 0,25<d≤0,35) - Bề mặt kim nhẵn và sạch: + Không có các hạt lạ hoặc chất lạ bám vào trong quá trình xử lý kim loại + Không có bất kỳ lỗi nào như gồ ghề, vết xước, uốn cong, rỉ sét hoặc xoắn + Độ nhám bề mặt trung bình (giá trị Ra) ≤ 0,63µm. - Kim sử dụng 1 lần, được tiệt trùng bằng ethylene oxide với dư lượng sau tiệt trùng không vượt quá 10ug/g - Đóng gói vô trùng tiện lợi. - Thiết kế an toàn, dễ sử dụng, tiết kiệm thời gian. - Chứng nhận: ISO 13485:2016,EC;Công ty Cổ phần đầu tư và phát triển y tế An Sinh;101849706;Trung tâm y tế thành phố Lạng Sơn;152/QĐ-TTYT ngày 17/6/2024;;;;;;;;;
899;Ống nghiệm ETDA ( K2).APM-Việt Nam;E2-012/022;190001447/PCBA-HN;2024;Việt Nam;Công ty cổ phần đầu tư y tế An Phú;Công ty cổ phần đầu tư y tế An Phú - Việt Nam;Ống; 7 ; 620.000 ;"Chất liệu: Ống được làm bằng nhựa y tế PP , kích thước ống 12x75mm, Nắp xanh dương, nắp bằng nhựa LDPE mới 100%, nắp nhựa LDPE đậy kín thành ống và được giữ chặt bởi khe tròn giữa 3 vòng răng ở thành trong của nắp và lõi lọt lòng trong của ống. Hóa chất bên trong là Ethylenediaminetetra Acid (EDTA K2) với nồng độ tiêu chuẩn để giữ các tế bào trong máu nhất là tiểu cầu luôn ở trạng thái tách rời tối đa từ 6 - 8 giờ. Dùng trong xét nghiệm huyết học (công thức máu và xét nghiệm HbA1c..).Hóa chất bên trong dùng kháng đông cho 1ml hoặc 2ml máu với vạch lấy mẫu 1ml hoặc 2ml riêng biệt trên nhãn ống. 
  Có phiếu phân tích chất lượng của cơ quan chức năng kiểm định với nồng độ muối EDTA phải ở trong khoảng từ 1,2 mg đến 2mg EDTA khan trên 1ml máu, và chịu được lực quay ly tâm gia tốc 6.000 vòng/phút trong thời gian từ 5 - 10 phút.";Công ty TNHH TBYT và HC Hoàng Phương;101849706;Trung tâm y tế thành phố Lạng Sơn;152/QĐ-TTYT ngày 17/6/2024;;;;;;;;;
900;Ống nghiệm Heparin ( Lithium) .APM-Việt Nam;HL-012/022;190001447/PCBA-HN;2024;Việt Nam;Công ty cổ phần đầu tư y tế An Phú;Công ty cổ phần đầu tư y tế An Phú - Việt Nam;Ống; 6 ; 658.000 ;Chất liệu: Ống được làm bằng nhựa y tế PP, nắp bằng nhựa LDPE mới 100%, Nắp nhựa LDPE đậy kín thành ống và được giữ chặt bởi khe tròn giữa 3 vòng răng ở thành trong của nắp và lõi lọt lòng trong của ống. Hóa chất: Được bơm hóa chất chống đông Lithium Heparin dưới dạng hạt sương, Kích thước ống 12x75mm, có vạch định mức lấy mẫu, chịu được lực quay ly tâm 6000 vòng/phút trong vòng 5 - 10 phút, nhãn màu đen, có phiếu kiểm định chất lượng của cơ quan kiểm định .;Công ty TNHH TBYT và HC Hoàng Phương;101849706;Trung tâm y tế thành phố Lạng Sơn;152/QĐ-TTYT ngày 17/6/2024;;;;;;;;;
