"stt","số_văn_bản","ngày_công_bố","tên_cơ_sở","địa_chỉ","người_đứng_đầu_phụ_trách_chuyên_môn","số_điện_thoại","công_bố_mới","công_bố_lại","dừng_hoạt_động","ghi_chú"
"424","01.25/TB-TTTCĐA","14/8/2025.","Trung tâm tiêm chủng và tư vấn dinh dưỡng Đông Anh – Công ty Cổ phần đầu tư và Phát triển Chăm sóc sức khoẻ cộng đồng","Số nhà 30, tổ 4, khối 6, xã Đông Anh, TP Hà Nội","0988920115","Nguyễn Hải Phú","null","1","null","null"
"425","/CTCPDV VACXIN VIỆT ĐỨC","14/8/2025.","Địa điểm Kinh doanh Tiêm chủng Hoàng Gia Chợ Cá – Công ty Cổ phần dịch vụ Vacxin Việt Đức","QL21A, Thôn Nam Sơn, xã Xuân Mai, TP Hà Nội","0974167895","Vũ Xuân Tú","null","1","null","null"
"426","/CTCPDV VACXIN VIỆT ĐỨC","14/8/2025.","Địa điểm Kinh doanh Tiêm chủng Hoàng Gia Đan Phượng – Công ty Cổ phần dịch vụ Vacxin Việt Đức","Số 9, khu Đìa Rừng, xã Đan Phượng, TP Hà Nội","0974167895","Nguyễn Thị Minh Châu","null","1","null","null"
"427","/CTCPDV VACXIN VIỆT ĐỨC","14/8/2025.","Công ty Cổ phần dịch vụ Vacxin Việt Đức","Số 5, tổ 5, thôn Đồng Vai, xã Xuân Mai, TP Hà Nội","0977918666","Vũ Xuân Tú","null","1","null","null"
"428","/CTCPDV VACXIN VIỆT ĐỨC","14/8/2025.","Địa điểm Kinh doanh Tiêm chủng Hoàng Gia Phương Đình – Công ty Cổ phần dịch vụ Vacxin Việt Đức","Số 41, thôn Địch Trung, xã Liên Minh, TP Hà Nội","0974167895","Vũ Xuân Tú","null","1","null","null"
"429","/CTCPDV VACXIN VIỆT ĐỨC","14/8/2025","Địa điểm Kinh doanh Tiêm chủng Hoàng Gia Quảng Bị– Công ty Cổ phần dịch vụ Vacxin Việt Đức","Số 75, Thôn Đạo Ngạn, xã Quảng Bị, TP Hà Nội","0974167895","Đoàn Văn Khoát","null","1","null","null"
"430","/CTCPDV VACXIN VIỆT ĐỨC","14/8/2025.","Địa điểm Kinh doanh – Phòng Tiêm chủng Hoàng Gia Trường Yên – Công ty Cổ phần dịch vụ Vacxin Việt Đức","Đồi 1, xã Phú Nghĩa, TP Hà Nội","0974167895","Đàm Thị Lệ","null","1","null","null"
"431","02/THESUNHN","14/8/2025.","Trung tâm Tiêm chủng và tư vấn Dinh dưỡng The Sun Care Tân Tây Đô thuộc Công ty Cổ phần dinh dưỡng và sức khoẻ The Sun Hà Nội","Kiot LK A11+A12 toà nhà CT2A Khu đô thị Tân Tây Đô, xã Ô Diên, TP Hà Nội","0913018575","Hoàng Văn Thành","null","1","null","null"
"432","1301/TB-BV",".11/9/2025","Bệnh viện Than - Khoáng sản","Ngõ 1 Phan Đình Giót, phường Phương Liệt, TP Hà Nội","0912621898","Lê Quang Chung","null","1","null","null"
"433","01/FIVEVAC/TB","8/8/2025.","“Trung tâm tiêm chủng vaccine FiveVac” trực thuộc “Công ty cổ phần Vắc xin Trung ương 5”","số 38 - TTA2 KĐT Thành phố Giao Lưu, phường Đông Ngạc, TP Hà Nội","0974982297","Lê Thị Dung","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Trạm Y tế xã Đại Xuyên","Thôn Vĩnh Ninh – xã Đại Xuyên - TP Hà Nội","0974.660.951","Phạm Thị Hải Yến","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Bạch Hạ","Thôn Hòa Thượng – xã Đại Xuyên - TP Hà Nội","0328.887.388","Nguyễn Thanh Sơn","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Phúc Tiến","Thôn Cổ Chế – xã Đại Xuyên - TP Hà Nội","0373.597.222","Kiều Thị Bích Thúy","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Khai Thái","Thôn Vĩnh Thượng – xã Đại Xuyên – TP Hà Nội","0984.388.997","Hoàng Văn Tự","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Quang Lãng","Thôn Mễ – xã Đại Xuyên – Hà Nội","0986.674.464","Nguyễn Huy Đại","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Minh Tân","Thôn Thành Lập 2 – xã Đại Xuyên – TP Hà Nội","0976.195.157","Trần Thị Kim Ngân","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Cổ Trai","Thôn Cổ Trai – xã Đại Xuyên – TP Hà Nội","0915.502.807","Nguyễn Hoàng Hiệp","null","1","null","null"
"434","73/TB-TYT của TYT xã Đại Xuyên","18/8/2025.","Điểm Y tế Tri Thủy","Thôn Vĩnh Ninh – xã Đại Xuyên – TP Hà Nội","0982.780.745","Nguyễn Văn Thanh","1","null","null","null"
"435","07/2025/TB-UDYHDP","19/8/2025.","Phòng tiêm chủng Vắc xin dịch vụ Tràng An – Hà Nội cơ sở II","số 55, đường An Khang, KĐT Long Việt Riverside, thôn Gia Tân, xã Quang Minh, TP Hà Nội","0983121115","Phạm Ngọc Quang","null","1","null","null"
"436","08/2025/TB-SB","19/8/2025.","Trung tâm tiêm chủng Subin","Thôn Lập Trí, xã Kim Anh, Hà Nội","0983121115","Vũ Sinh Quân","null","1","null","null"
"437","07/2025/TB-TADDT","19/8/2025.","Trung tâm tiêm chủng Tràng An - Đại Thịnh","Thôn Đại Bái, xã Quang Minh, TP Hà Nội","0983121115","Nguyễn Thị Luyến","null","1","null","null"
"438","154/TB-TYT","17/9/2025.","Phòng tiêm chủng Trạm Y tế xã Nội Bài","Thôn Thạch Lỗi – Xã Nội Bài","0982.171.111","Hoàng Lưu Sa","null","1","null","null"
"438","154/TB-TYT","17/9/2025.","Điểm Trạm y tế Hiền Ninh","Thôn Yên Ninh- Xã Nội Bài","0912.611.100","Trần Sỹ Quảng","null","1","null","null"
"438","154/TB-TYT","17/9/2025.","Điểm Trạm y tế Quang Tiến","Thôn Xuân Bách –Xã Nội Bài","0904.341.219","Phù Xuân Đương","null","1","null","null"
"438","154/TB-TYT","17/9/2025.","Điểm Trạm y tế Phú Cường","Thôn Thụy Hương- Xã Nội Bài","0966.229.368","Nguyễn Thị Tuyết Hải","null","1","null","null"
"438","154/TB-TYT","17/9/2025.","Điểm Trạm y tế Phú Minh","Thôn Đoài –Xã Nội Bài","0983.832.802","Nguyễn Văn Hòa","null","1","null","null"
"439","2124/TB-KSBT","14/8/2025.","Trung tâm Kiểm soát Bệnh tật thành phố Hà Nội","Số 70 Nguyễn Chí Thanh, phường Láng, TP Hà Nội","024.383.43537","Bùi Văn Hào","null","1","null","null"
"440","255/CV-BV","22/9/2025.","Bệnh viện đa khoa 16A Hà Đông","Lô 150 phố Nguyễn Sơn Hà, phường Hà Đông, Hà Nội","0971.841.116","Trần Minh Đạo","null","1","null","null"
"441","3960/BVE-NNTH","19/9/2025.","Phòng tiêm chủng dịch vụ - Bệnh viện E","Tầng 3 nhà E - Bệnh viện E – 89 đường Trần Cung, phường Nghĩa Đô, TP Hà Nội","034.8885335","TS.BS. Nguyễn Công Hựu","null","1","null","null"
"442","4064/BE-PS","25/9/2025.","Phòng tiêm chủng khoa Phụ sản - Bệnh viện E","Tầng 2 nhà B - Bệnh viện E - 89 đường Trần Cung, phường Nghĩa Đô, TP Hà Nội","0243.8360468","TS.BS. Nguyễn Công Hựu","null","1","null","null"
"443","241/CV-VABIOTECH","10/9/2025.","Trung tâm dịch vụ VABIOTECH-CARE 1, trực thuộc Công ty TNHH MTV Văcxin và Sinh phẩm số 1","CH102 Tầng 1 - nhà A5, Làng Quốc tế Thăng Long, phường Nghĩa Đô, TP Hà Nội","0243.9717710","Phạm Văn Hùng","null","1","null","null"
"444","243/CV-VABIOTECH","10/9/2025.","Trung tâm dịch vụ VABIOTECH-CARE 2, trực thuộc Công ty TNHH MTV Văcxin và Sinh phẩm số 1","Tầng 1, Lô B12/CC3 Khu đô thị Nam Trung Yên, phường Yên Hoà, TP Hà Nội","0243.9717710","Phạm Văn Hùng","null","1","null","null"
"445","1250/BVML-KHTH","25/9/2025.","Bệnh viện đa khoa Mê Linh","Thôn 1. xã Yên Lãng, TP Hà Nội","0978.360285","Trần Quang Trịnh/ Tạ Ngọc Phương","null","1","null","null"
"446","null","null","Khoa Sản Bệnh viện đa khoa Mê Linh","null","0985.744898","Trần Quang Trịnh/ Phạm Thị Lan Anh","null","null","null","null"
"447","405/BVPTM","5/9/2025.","Bệnh viện Đa khoa Hồng Ngọc Phúc Trường Minh","Số 8 đường Châu Văn Liêm, phường Từ Liêm, TP Hà Nội","02473008866'","Lê Văn Thạch","null","1","null","null"
"448","1369/TB-BVĐP","17/9/2025.","Bệnh viện đa khoa Đan Phượng - Khoa Phụ sản","Số 2 đường Tân Hội, xã Đan Phượng, TP Hà Nội","0973.644733","Quách Duy Kỷ","null","1","null","null"
"449","50/TB-TYT của TYT xã Hồng Vân","26/9/2025.","Điểm Y tế Cẩm Cơ","Thôn Cẩm Cơ - Xã Hồng Vân HN","0987.405675","Nguyễn Văn Đô","null","1","null","null"
"450","91/TB-TYT của TYT xã Hưng Đạo","30/9/2025.","Điểm Trạm Y tế xã Hưng Đạo","Thôn 5 – Xã Hưng Đạo - Thành Phố Hà Nội","0982.441977","Nguyễn Đạt Thành/ Bs Hoàng Văn Phương","null","1","null","null"
"451","null","null","Điểm Y tế Đại Thành","Thôn Đại Tảo- Xã Hưng Đạo - Thành Phố Hà Nội","0978.986785","Nguyễn Đạt Thành/ Bs Hoàng Xuân Tùng","null","1","null","null"
"452","null","null","Điểm Y tế Đồng Quang","Thôn Yên Nội - Xã Hưng Đạo - Thành Phố Hà Nội","0769.008547","Nguyễn Đạt Thành/ Bs Hoàng Bích Thuỷ","null","1","null","null"
"453","205/TB-TYT của TYT xã Tây Phương","29/9/2025.","Điểm Y tế Canh Nậu","Thôn 4, xã Tây Phương, TP Hà Nội","0983.814837","Nguyễn Quang Cần/ Đỗ Thị Phương","null","1","null","null"
"454","null","null","Điểm Y tế Phùng Xá","Thôn Vĩnh Lộc 1, xã Tây Phương, TP Hà Nội","0976.915591","Nguyễn Quang Cần/ Nguyễn Thị Hồng Nhẫn","null","1","null","null"
"455","310/TB-TYT","3/10/2025.","Điểm trạm Y tế Nguyễn Du","Thôn Nguyễn Du - Xã Thường Tín - Tp Hà Nội","0963.990699","Nguyễn Thị Thu Hiền","null","1","null","Đối tên cho Điểm Trạm Y tế Thường Tín"
"456","02/CVTTTCVCVY","2/10/2025.","Hộ Kinh doanh Trung tâm tiêm chủng vacxin Việt Ý","Số 54b Thôn Thanh Ấm, Vân Đình, Hà Nội","0945.114955","Phạm Văn Nghiệp","null","null","1","null"
"457","192/CV-VNVC","13/8/2025.","ĐỊA ĐIỂM KINH DOANH VNVC TÂY MỖ - CÔNG TY CỔ PHẦN VACXIN VIỆT NAM","Nhà JA11-02 Khu đô thị Thiên Đường Bảo Sơn, xã An Khánh, TP Hà Nội","0287.1026595","Nguyễn Văn Thụ","null","1","null","null"
"458","2100/TB- BVTN","29/9/2025.","Bệnh viện Thanh Nhàn","42 Thanh Nhàn, phường Bạch Mai, TP Hà Nội","0243.9714363","TS Nguyễn Văn Thường","null","1","null","null"
"459","267/2025/ TB-VNVC","29/9/2025.","ĐỊA ĐIỂM KINH DOANH VNVC VẠN PHÚC - CÔNG TY CỔ PHẦN VACXIN VIỆT NAM (""TRUNG TÂM TIÊM CHỦNG VNVC VẠN PHÚC"")","B-TT04-09, B-TT04-11, B-TT04-11A Khu nhà ở Ngân Hà Vạn Phúc, Phường Hà Đông, TP Hà Nội","0246.2914595/ 0862853418","Ngô Chí Dũng/ Phí Thị Kim Oanh","1","null","null","null"
"460","09/2025- TCTĐ/TB","25/9/2025.","TRUNG TÂM TIÊM CHỦNG TÂM ĐỨC 3-ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH Y TẾ TÂM ĐỨC","Thôn Nhân Sơn xã Đại Xuyên, TP Hà Nội","0978020040","Nguyễn Thị Vang","null","1","null","null"
"461","354/CV-GVN","27/9/2025.","Trung tâm tiêm chủng Gióng Liên Mạc - Công ty cổ phần GIONG Việt Nam","Đường 308 Thôn Xa Mạc - Khu Chợ, xã Yên Lãng, TP Hà Nội","0902267486","Nguyễn Phú Đông","null","1","null","null"
"462","07/TB-Vacxinco","2025-10-13 00:00:00","Trung tâm tiêm chủng cộng đồng Vacxinco Ba Vì thuộc Công ty Cổ phần thương mại và dịch vụ y tế sức khoẻ cộng đồng Vacxinco","Số nhà 46, thôn Việt Hoà, xã Yên Bài, TP Hà Nội","0981186877","Khuất Duy Nga","null","1","null","null"
"463","07/TB-HoaLac","2025-10-13 00:00:00","Trung tâm tiêm chủng Hoà Lạc thuộc Công ty Cổ phần thương mại và dịch vụ y tế Hoà Lạc","Thôn 4, xã Hoà Lạc, Hà Nội","0974707997","Đỗ Phương Đông","null","1","null","null"
"464","11/TB-Vacxinco","2025-10-13 00:00:00","Trung tâm tiêm chủng cộng đồng Vacxinco Tản Lĩnh thuộc CTCP thương mại và dịch vụ y tế sức khoẻ cộng đồng Vacxinco","Thôn Yên Thành, xã Suối Hai, TP Hà Nội","0981186877","Khuất Duy Nga","null","1","null","null"
"465","10/CV-TA","2025-10-01 00:00:00","Trung tâm tiêm chủng vắc xin Tràng An trực thuộc Công ty Cổ phần đầu tư và phát triển y dược Tràng An","Sàn thương mại dịch vụ 04, Tầng 1, Toà nhà A1 - Lô đất CT2 Khu đô thị mới Tây Nam hồ Linh Đàm, phường Hoàng Liệt, TP Hà Nội","0962547222","Nguyễn Văn Thoảng","null","1","null","null"
"466","11/CV-TA","2025-10-01 00:00:00","Trung tâm tiêm chủng vắc xin Tràng An trực thuộc Công ty Cổ phần đầu tư và phát triển y dược Tràng An","Căn hộ 02-04, toà nhà B2.1-HH03F KĐT Thanh Hà, xã Bình Minh, TP Hà Nội","0974299288","Nguyễn Văn Thoảng","null","1","null","null"
"467","20/TB-TYT của TYT xã Thư Lâm","2025-08-14 00:00:00","Trạm y tế xã Thư Lâm","Thôn Châu phong, xã Thư Lâm, TP Hà Nội","0382312212","Tô Tiến Quang","null","1","null","null"
"468","20/TB-TYT của TYT xã Thư Lâm","2025-08-14 00:00:00","Điểm Y tế Thị trấn","Tổ 7, xã Thư Lâm, TP Hà Nội","0978167260","Lê Thị Thoa","null","1","null","null"
"469","20/TB-TYT của TYT xã Thư Lâm","2025-08-14 00:00:00","Điểm Y tế Xuân Nộn","Chợ Kim, xã Thư Lâm, TP Hà Nội","0976497173","Dương Ngọc Bích","null","1","null","null"
"470","20/TB-TYT của TYT xã Thư Lâm","2025-08-14 00:00:00","Điểm Y tế Thụy Lâm","Thôn Mạnh Tân, xã Thư Lâm, TP Hà Nội","0978841379","Nguyễn Thị Hoài","null","1","null","null"
"471","20/TB-TYT của TYT xã Thư Lâm","2025-08-14 00:00:00","Điểm Y tế Vân Hà","Thôn Cổ Châu,, xã Thư Lâm, TP Hà Nội","0986544115","Nghiêm Thị Dịu","null","1","null","null"
"472","20/TB-TYT của TYT xã Thư Lâm","2025-08-14 00:00:00","Phòng khám đa khoa Miền Đông","Thôn Hà Lỗ, xã Thư Lâm, TP Hà Nội","0989204169","Ngô Văn Vượng","null","1","null","null"
"473","19/TB-TYT của TYT xã Yên Xuân","2025-10-07 00:00:00","Trạm Y tế Yên Xuân","Thôn 4 Tiến Xuân, xã Yên Xuân, TP Hà Nội","0398739286","Phạm Thị Lan","null","1","null","null"
"474","19/TB-TYT của TYT xã Yên Xuân","2025-10-07 00:00:00","Điểm Y tế Đông Xuân","Thôn Lập Thành, xã Yên Xuân, TP Hà Nội","0388929862","Bùi Thanh Tịnh","null","1","null","null"
"475","19/TB-TYT của TYT xã Yên Xuân","2025-10-07 00:00:00","Điểm Y tế Yên Bình","Thôn 3 Yên Bình, xã Yên Xuân, TP Hà Nội","0828349486","Nguyễn Thu Thuỷ","null","1","null","null"
"476","19/TB-TYT của TYT xã Yên Xuân","2025-10-07 00:00:00","Điểm Y tế Yên Trung","Thôn Đầm Bối, xã Yên Xuân, TP Hà Nội","0989424223","Kiều Công Lượng","null","1","null","null"
"477","414/TB-TYT","2025-10-15 00:00:00","Điểm Y tế Tam Hiệp trực thuộc Trạm Y tế xã Đại Thanh","Thôn Huỳnh Cung, xã Đại Thanh, TP Hà Nội","0973862386","Nguyễn Minh Nam","null","1","null","null"
"478","425/TB-TYT","2025-10-08 00:00:00","Trạm Y tế phường Từ Liêm","Ngõ 8 Huy Du, đường Nguyễn Cơ Thạch, phường Từ Liêm, thành phố Hà Nội","0972153668","Lê Thanh Nhã","null","1","null","null"
"479","425/TB-TYT","2025-10-08 00:00:00","Điểm Y tế Mỹ Đình 1","Ngõ 180 Đình Thôn, phường Từ Liêm, thành phố Hà Nội","0985371660","Nguyễn Thành Nam","null","1","null","null"
"480","425/TB-TYT","2025-10-08 00:00:00","Điểm Y tế Mễ Trì","Số 2 phố Đồng Me, phường Từ Liêm, thành phố Hà Nội","0976903190","Nguyễn Kiều Tố Nga","null","1","null","null"
"481","425/TB-TYT","2025-10-08 00:00:00","Điểm Y tế Phú Đô","Số 4 Châu Văn Liêm, phường Từ Liêm, thành phố Hà Nội","0984698246","Nguyễn Thị Lan Hương","null","1","null","null"
"482","92/TB-TYT","2025-10-09 00:00:00","Điểm Y tế Bát Khối","Số 24 ngõ 211 đường Bát Khối, Long Biên, TP Hà Nội","0901799662","Phan Thị Thu Hà","null","1","null","null"
"483","92/TB-TYT","2025-10-09 00:00:00","Điểm Y tế Thạch Bàn - Trạm Y tế phường Long Biên","Phố Đồng Dinh, Long Biên, TP Hà Nội","0912976662","Nguyễn Thị Hoan","null","1","null","null"
"484","1581/TB-BV","30/09/2025","Bệnh viện đa khoa Chương Mỹ","120 TDP Hòa Sơn, Chương Mỹ - TP Hà Nội","02433866224","Trần Xuân Khuyến","1","null","null","null"
"485","373/CV-GVN","01/10/2025","Trung tâm tiêm chủng Gióng Mê Linh - Công ty cổ phần GIONG Việt Nam","Khu 1, Thôn Văn Lôi, xã Tiến Thắng, Hà Nội","0902267486","Ngô Văn Liễu","null","1","null","null"
"486","374/CV-GVN","01/10/2025","Trung tâm tiêm chủng Gióng Quốc Oai - Công ty cổ phần GIONG Việt Nam","Thôn 8, xã Hưng Đạo, TP Hà Nội","0902267486","Nguyễn Thị Ngọc","null","1","null","null"
"487","12/TB- BVBH","07/10/2025","Bệnh viện ĐK Quốc tế Bắc Hà","Số 137 Nguyễn Văn Cừ, phường Bồ Đề, Hà Nội","0986261665","Nguyễn Thắng Lợi","null","1","null","null"
"488","006/TNHH VXHN","09/10/2025","Trung tâm Tiêm chủng vắc xin chất lượng cao Phú Cát - Công ty TNHH Vacxin Hà Nội","Thôn 6 xã Phú Cát, Hà Nội","0867953890","Đào Thị Hiền","1","null","null","null"
"489","120/TB-HT","2025-10-06 00:00:00","Trung tâm Tiêm chủng vắc xin Hà Thành - BVĐK Tư nhân Hà Thành","Số 61 Vũ Thạnh, phường Ô Chợ Dừa, Hà Nội","02437655599","Đặng Ngọc Hùng/Nguyễn Thị Thủy","null","1","null","null"
"490","867/CV-PKDK2","2025-10-10 00:00:00","Phòng khám đa khoa 2 - Công ty TNHH Bệnh viện Hồng Ngọc","Tầng 1 HPC Landmark 105, Khu ĐTM Văn Khê, phường Hà Đông, TP Hà Nội","02439275568","Nguyễn Thị Síu","null","1","null","null"
"491","873/CV-PKDKHN5","2025-10-10 00:00:00","Phòng khám đa khoa Hồng Ngọc 5 - Chi nhánh công ty TNHH Bệnh viện Hồng Ngọc","Tầng 10 toà nhà 70 tầng, toà nhà Keangnam Hainoi Landmark Tower, phường Yên Hoà, TP Hà Nội","02437161239","Phạm Đức Thịnh","null","1","null","null"
"492","875/CV-BVHN","2025-10-10 00:00:00","Bệnh viện đa khoa Hồng Ngọc - Công ty TNHH Bệnh viện Hồng Ngọc","Số 55 Yên Ninh, phường Ba Đình, TP Hà Nội","02439275568","Chu Quang Liên","null","1","null","null"
"493","871/TB-PKDK","2025-10-10 00:00:00","Phòng khám đa khoa - Chi nhánh công ty TNHH Bệnh viện Hồng Ngọc","số 7 và số 9 đường Nguyễn Văn Linh, phường Việt Hưng, TP Hà Nội","02439275568","Trương Thị Kim Nga","null","1","null","null"
"494","865/CV-PKDKHNTH","2025-10-10 00:00:00","Phòng khám đa khoa Hồng Ngọc Tây Hồ - Chi nhánh công ty TNHH Bệnh viện Hồng Ngọc","tầng 1&2 Toà nhà NoVo Chung cư Kosmo, 161 Xuân La, phường Xuân Đỉnh, TP Hà Nội","02439275568","Nguyễn Thị Hồng","null","1","null","null"
"495","869/CV-TTTCHN3","2025-10-10 00:00:00","Trung tâm tiêm chủng Hồng Ngọc 3 - Công ty TNHH Bệnh viện Hồng Ngọc","Unit L1-01A và L2-01B, tầng 1 toà nhà No3, Dự án Goldseason, số 47 Nguyễn Tuân, phường Thanh Xuân, TP Hà Nội","02437161239","Vũ Thị Thuý Hà","null","1","null","null"
"496","01/SUNNYCARE","2025-08-22 00:00:00","Hộ kinh doanh dịch vụ tiêm chủng Sunnycare - Quốc oai","Thửa 39 lô DV2, Khu đất dịch vụ CEO, xã Quốc Oai, TP Hà Nội","0977555568","Đinh Thị Yến","null","1","null","null"
"497","01/TB-DRMOMBYTQT","2025-08-18 00:00:00","Hộ Kinh doanh DR MOM BY TQT","Số 142 phố Xốm, tdp 7A, phường Phú Lương, TP Hà Nội","0944032008","Hoàng Thị Quỳnh Trang","null","1","null","null"
"498","02/CS109-CV","2025-10-20 00:00:00","Phòng khám nhi đồng 315 trực thuộc Công ty cổ phần y tế Chấn Văn","Biệt thự số 11 phố Điện Biên Phủ, phường Ba Đình, TP Hà Nội","0901602411","Văn Toàn Nghĩa","null","1","null","null"
