SoTT;NamPhatHanh;So;DangTaiLieu;NgonNguTaiLieu;TenTaiLieu;TacGia;TenNguonTrich;DuLieuNguonTrich;DacTrungSoLuong;PhuChuTaiLieu;ISSNISBN;DeMuc;TuKhoa;TuKhoaPhu;TuKhoaChuaKiemSoat;TuKhoaDiaLy;TuKhoaSinhHoc;TomTatTiengViet;TomTatTiengAnh;KyHieuKhoa;NoiDung;NhanDeDichTAnh;NguonTrichLaKyYeu,TapChi;DiemTapChi;LinhVucKHCN;TuKhoaTAnh;TomTatTAnh
2107;2010;320;BB;Vie;Đặc điểm quặng hóa vàng vùng Đakrông - A Lưới, tỉnh Quảng Trị và Thừa Thiên Huế;Nguyễn Tiến Thành;Địa chất;;405-413;;0866-7381;38.49;"Quặng vàng; Cấu trúc địa chất; Quảng Trị; Thừa Thiên Huế";;;;;"Vùng Đakrông - A Lưới nằm ở phần phía bắc đới kiến tạo Đà Nẵng - Khe Sanh có cấu trúc địa chất phức tạo, biểu hiện khoáng sản vàng phong phú với hơn 20 tụ khoáng và điểm quặng vàng quy mô khác nhau. Quặng hóa vàng thuộc kiểu mỏ thạch anh - sulfur - vàng trong đá biến chất tướng đá phiến lục bị dập vỡ và biến đổi mạnh, gồm 3 kiểu quặng: thạch anh - vàng; thạch anh - pyrit-pyrrotin-càng và thạch anh-sulfur đa kim - vàng. Quặng hóa vàng ở vùng Đakrông - A Lưới bị khống chế bởi các đứt gãy, khe nuets phương Tây Bắc - Đông Nam các cấu tạo sinh kèm, thành tạo lục nguyên bị biến chất hệ tầng A Vương và các phun trào mafic bị biến chất đến tướng đá phiến lục hệ tầng Núi Vú, xâm nhập phức hệ Bến Giằng - Quế Sơn và yếu tố biến chất.";;TTKHCNQG, CVv29;;;;;;;
2108;2010;320;BB;Vie;Cấu trúc địa chất đới quặng kim loại hiếm vùng La Vi và những nhận định bước đầu về tiềm năng kim loại hiếm đới Kon Tum;"Phạm Văn Thông; Võ Quang Bình; Mai Kim Vinh";Địa chất;;414-422;;0866-7381;38.49;"Kim loại hiếm; Cấu trúc địa chất; Kon Tum";;;;;Đới quặng kim loại hiếm (Li) vùng La Vi được phát hiện năm 2002 và kết quả đánh giá giai đoạn sau đã xác định nó có triển vọng trở thành mỏ công nghiệp của kim loại lithi. Dựa trên kết quả nghiên cứu cấu trúc địa chất đới quặng kim loại hiếm vùng La Vi và tổng hợp các tiền đề, dấu hiệu tìm kiếm đã nghiên cứu và phát hiện, bài báo trình bày các nhận định bước đầu về tiềm năng kim loại hiếm ở một số vùng thuộc đới Kon Tum.;;TTKHCNQG, CVv29;;;;;;;
2109;2010;320;BB;Vie;Một số phát hiện mới về quặng sắt ở Cao Bằng;"Vũ Quang Lân; Nguyễn Văn Năng; Cao Xuân Điệp";Địa chất;;423-429;;0866-7381;38.49;"Quặng sắt; Phát hiện; Cao Bằng";;;;;Trên diện tích tỉnh Cao Bằng, quặng sắt phân bố ở 2 vùng là Hòa An - thành phố Cao Bằng và Nguyên Bình - Tĩnh Túc. Ngoài các tụ khoáng đã biết, trong các năm qua Liên đoàn Bản đồ địa chất miền Bắc đã phát hiện và điều tra sơ bộ 5 điểm quặng sắt mới. Các điểm quặng sắt phân bố rải rác dọc theo các đứt gãy sâu phương Tây Bắc - Đông Nam. Quặng sát magnetit trong vùng có nguồn gốc skarn, liên quan chặt chẽ với các đá carbonat hệ tầng Bắc Sơn và đá magma xâm nhập thành phần mafic, axit phức hệ Cao Bằng. Các thân quặng sắt gốc thường có dạng ổ hoặc thấu kính, chất lượng quặng tốt. Đây là vùng có triển vọng về quặng sắt gốc và lăn, cần được đầu tư điều tra, thăm dò để đánh giá triển vọng.;;TTKHCNQG, CVv29;;;;;;;
2110;2010;320;BB;Vie;Hai kiểu nguồn gốc quặng sắt và triển vọng của chúng ở vùng Hưng Khánh - Làng Mỵ - Tân An, tỉnh Yên Bái;"Bùi Chí Tiến; Phạm Thanh Bình";Địa chất;;430-437;;0866-7381;38.49;"Quặng sắt; Cấu trúc địa chất; Khoáng sản; Yên Bái";;;;;Quặng sắt vùng Hưng Khánh - Làng Mỵ - Tân An, tỉnh Yên Bái đã được tìm kiếm tỷ mỷ và nghiên cứu trong nhiều công trình chuyên đề khác nhau. Tuy nhiên, các kết quả công bố trước đây về nguồn gốc và vị trí của quặng sắt còn có nhiều quan điểm khác nhau. Kết quả đo vẽ lập bản đồ địa chất và điều tra khoáng sản tỉ lệ 1:50.000 nhóm tờ Văn Chấn năm 2008, kết hợp với các kết quả điều tra, thăm dò quặng sắt hiện có, đã xác nhận có 2 kiểu loại hình, đó là: quặng sắt nguồn gốc biến chất và nguồn gốc nhiệt dịch. Tiềm năng quặng sắt trong vùng Hưng Khánh - Làng Mỵ - Tân An rất lớn. Nhà nước cần có kế hoạch điều tra thăm dò nhằm định hướng cho công tác thăm dò, khai thác và sử dụng hợp lý quặng sắt, đáp ứng yêu cầu phát triển bền vững ngành luyện kim đen.;;TTKHCNQG, CVv29;;;;;;;
2111;2010;320;BB;Vie;Những phát hiện mới về dải quặng sắt, chì-kẽm, wolfram ở vùng Thượng Giáp, tỉnh Tuyên Quang;"Lại Mạnh Giàu; Phan Minh Xuân; Lê Thanh Hải; Chu Quốc Khánh; Đặng Văn Hậu; Kiều Quỳnh Hương";Địa chất;;438-446;;0866-7381;38.49;"Quặng sắt; Chì-kẽm; Wolfram; Tuyên Quang";;;;;Trên cơ sở các dị thường từ hàng không vùng Thượng Giáp, với sự áp dụng tổ hợp phương pháp địa vật lý thích hợp, đã chính xác hóa cụm 6 dị thường bay đo từ đã phát hiện và bổ sung 9 cụm dị thường mới. Tiếp tục đo vẽ địa vật lý chi tiết các cụm dị thường để khẳng định rõ vị tí không gian của các dải quặng hóa gây dị thường, phối hợp với công tác tìm kiếm địa chất, khoan khai đào, lấy và phân tích mẫu quặng. Kết quả cho phép ghi nhận bổ các dải quặng sắt, chì-kẽm và wolfram mới ở vùng Thượng Giáp, tỉnh Tuyên Quang và Bắc Cạn.;;TTKHCNQG, CVv29;;;;;;;
2112;2010;320;BB;Vie;Tổng quan về đất hiếm ở Việt Nam;"Bùi Tất Hợp; Trình Đình Huấn; Nguyễn Phương";Địa chất;;447-456;;0866-7381;38.99;"Đất hiếm; Tài nguyên; Việt Nam";;;;;Đất hiếm ở Việt Nam được phát hiện từ những năm 1956 và được đầu tư tìm kiếm, đánh giá, thăm dò từ năm 1957 đến nay. Các kết quả điều tra, đánh giá đã cho thấy Việt Nam là nước có tiềm năng lớn về đất hiếm. Các mỏ đất hiếm ở Việt Nam có quy mô từ trung bình đến lớn, chủ yếu là đất hiếm nhóm nhẹ (nhóm lanthanceri), có nguồn gốc nhiệt dịch và tập trung ở miền Tây Bắc Bộ. Các kết quả nghiên cứu gần đây đã giúp phát hiện các biểu hiện kiểu mỏ đất hiếm hấp thụ ion ở vùng Lào Cai. Hiện nay, nhu cầu sử dụng đất hiếm ngày càng tăng, đặc biệt khi Trung Quốc (nước cung cấp đất hiếm chủ yếu cho thị trường thế giới - tới 95 phần trăm) bắt đầu thực hiện chính sách dự trữ tài nguyên khoáng sản, thì thị trường đất hiếm thế giới đã trở nên sôi động. Công tác điều tra, đánh giá và thăm dò đất hiếm cũng như nghiên cứu chính sách đầu tư khai thác, chế biến, xuất khẩu đất hiếm hiện nay còn được quan tâm.;;TTKHCNQG, CVv29;;;;;;;
2113;2010;320;BB;Vie;Tài nguyên carbonat ở Việt Nam: hướng phát triển bền vững;Nguyễn Xuân Khiển;Địa chất;;457-470;;0866-7381;38.99;"Tài nguyên carbonat; Phát triển bền vững; Việt Nam";;;;;Tài nguyên carbonat có vị trí và vai trò quan trọng trong lịch sử tiến hóa của vỏ trái đất trên lãnh thổ Việt Nam cũng như trong sự nghiệp phát triển kinh tế - xã hội của đất nước. Phát triển bền vững loại tài nguyên quyas giá này dựa trên một quy hoạch khoa học và nhất quán, một mặt bảo tồn được những giá trị độc đáo không có khả năng tái tạo của chúng cho muôn đời, mặt khác đáp ứng được yêu cầu phát triển của các ngành kinh tế có liên quan và bảo vệ môi trường sinh thái, góp phần nâng vao chất lượng cuộc sống của cộng đồng. Thành lập công viên địa chất trên các vùng karst có tiềm năng là một trong những hướng phát triển bền vững và có hiệu quả cao nhất đối với tài nguyên carbonat ở Việt Nam.;;TTKHCNQG, CVv29;;;;;;;
2114;2010;320;BB;Vie;Đặc điểm đá trang trí - mỹ nghệ mới phát triển ở vùng Suối Giàng, huyện Văn Chấn, tỉnh Yên Bái;"Bùi Chí Tiến; Nguyễn Phú Vịnh; Trần Ngọc Diễn; Nguyễn Văn Lâm";Địa chất;;471-476, 490;;0866-7381;38.99;"Đá trang trí; Đá mĩ nghệ; Khai thác; Chế tác; Yên Bái";;;;;"Đá trang trí - mỹ nghệ vùng Suối Giàng, huyện Văn Chấn, tỉnh Yên Bái được phát hiện và mô tả lần đầu tiên gồm đá vôi vân dải thuộc hệ tầng Bản Cải (D3 bc) và đá biến đổi nằm trong hệ tầng Sin Quyền (PP-MP sq). Đá vôi vân dải lộ thành 2 dải ở khu Suối Giàng và tây nam Núi Khỉ. Đá có cấu tạo phân dải song song với các dải đá vôi màu tím gụ, nâu đỏ xen các dải sét vôi màu xám xanh, xám phớt hồng; đôi khi gặp cấu tạo vân rối, vò nhau, dạng mắt. Các đá biến đổi gặp dưới dạng thấu kính, chuỗi thấu kính ở Bản Suối Lóp và Suối Giàng. Đá màu xanh đên, xanh lục đến màu vàng lục, cấu tạo khối đến định hướng. Kết quả nghiên cứu bước đầu về màu sắc, chất lượng, khả năng thu hồi và các sản phẩm chế tác cho phép xếp hai loại đá này vào nhóm đá trang trí - mỹ nghệ. Đây là vùng có khí hậu ôn hòa, cảnh quan địa hình - địa chất đẹp và kỳ thú nên có thể kết hợp quy hoạch vùng khai thác, chế tác đá trang trí - mỹ nghệ với khu du lịch - cảnh quan nhằm khai thác bền vững và hiệu quả tài nguyên này.";;TTKHCNQG, CVv29;;;;;;;
2115;2010;320;BB;Vie;Quy luật phân bố và đặc điểm khoáng sản baryt vùng đông bắc Cao Bằng;Nguyễn Công Thuận;Địa chất;;477-484;;0866-7381;38.49;"Khoáng sản; Baryt; Quy luật phân bố; Cao Bằng";;;;;Qua quá trình thi công công trình lập bản đồ địa chất và điều tra khoáng sản tỷ lệ 1:50.000 nhóm tờ Trùng Khánh (Lạng Sơn) đã ghi nhận nhiều biểu hiện khoáng sản baryt. Quặng baryt trong vùng có nguồn gốc nhiệt dịch, nằm trong đá lục nguyên biến chất tuổi Cambri muộn - Devon sớm. Hiện nay, ở vùng đông bắc Cao Bằng đã đăng ký được 5 biểu hiện khoáng sản baryt là Cốc Cáng - Nà Nác, Pò Tấu, Bản Giáp, Kim Loan và Nà Chích. Kết quả điều tra chi tiết hóa các vùng Cốc Cáng, Pò Tấu, Kim Loan và Nà Chích cho thấy chất lượng và quy mô quặng baryt đạt yêu cầu công nghiệp.;;TTKHCNQG, CVv29;;;;;;;
2116;2010;320;BB;Vie;Tiềm năng quặng magnest Kon Queng và khả năng sử dụng chúng trong lĩnh vực vật liệu chịu lửa kiềm tính;"Ngô Văn Minh; Nguyễn Quang Mạnh; Đỗ Văn Nhuận";Địa chất;;485-490;;0866-7381;38.99;"Quặng magnesit; Vật liệu chịu lửa; Gia Lai";;;;;Trong công trình này, các tác giả trình bày các kết quả về công tác điều tra, thăm dò quặng magnesit vùng Kon Queng, xã S'Ró, huyện Kon Chrô, Gia Lai. Tổng hợp các tài liệu hiện có, các tác giả đánh giá khoáng sản magnesit trong vùng có tiềm năng lớn, đồng thời cũng giới thiệu khái quát khả năng sử dụng quặng magnesit Kon Queng trong lĩnh vực vật liệu chịu lửa kiềm tính.;;TTKHCNQG, CVv29;;;;;;;
2117;2010;320;BB;Vie;Triển vọng cát xây dựng đáy biển vùng biển Sóc Trăng và những vấn đề cần quan tâm khi khai thác cát sạn đáy biển;"Văn Trọng Bộ; Đào Bùi Din; Văn Đức Nam; Vũ Tất Tuân; Nguyễn Đức Thắng";Địa chất;;491-495;;0866-7381;38.99;"Cát xây dựng; Khai thác; Triển vọng; Sóc Trăng";;;;;Cát sạn là một trong những nguyên liệu quan trọng trong công nghiệp đúc bê tông, vữa xây trát, san nền. Nguồn tài nguyên này ở đất liền ngày càng cạn kiệt và quá trình khai thác cát sỏi lòng sông đã gây nhiều tác động xấu đến môi trường. Tiềm năng và chất lượng của cát, sạn vùng biển Sóc Trăng, các tiêu chuẩn chất lượng đối với cát sạn đáy biển, độ sâu có thể khai thác, phương pháp khai thác, các tác động, xung đột môi trường khi khai thác và nêu lên một số định hướng cần điều tra tiếp theo với hy vọng trong những năm tới đây Việt Nam sẽ có công nghiệp khai thác cát, sạn đảy biển phục vụ nhu cầu hiện đại hóa đất nước.;;TTKHCNQG, CVv29;;;;;;;
2118;2010;320;BB;Vie;Đặc điểm địa tầng và tiềm năng muối mỏ - thạch cao ở Cộng hòa Dân chủ nhân dân Lào;"Trịnh Hoài ánh; Tạ Đức Bốn; Phan Trọng Vệ";Địa chất;;496-501;;0866-7381;38.99;"Muối mỏ; Thạch cao; Đặc điểm địa tầng; Lào";;;;;Đến nay, tại Cộng hòa Dân chủ nhân dân Lào đã phát hiện được một số bồn trũng chứa muối mỏ - thạch cao có giá trị kinh tế. Các thành tạo tuổi Creta muộn chứa muối mỏ - thạch cao tại các bồn trũng này có những đặc điểm trầm tích khá tương đồng. ở các vùng Vientiane và NongBok đã gặp đầy đủ 3 nhịp trầm tích chứa muối. Còn ở các khu vực khác chỉ có 2 nhịp trầm tích chứa muối.;;TTKHCNQG, CVv29;;;;;;;
2119;2010;320;BB;Vie;Tiềm năng di sản địa chất và công viên địa chất đới ven biển và hải đảo Việt Nam qua thí dụ tỉnh Quảng Ninh và thành phố Hải Phòng;"Trần Văn Tân; Phạm Khả Tùy; Đàm Ngọc; Lương Thị Tuất; Nguyễn Đại Trung; Hồ Tiến Chung; Đoàn Thế Anh";Địa chất;;502-513;;0866-7381;38.99;"Di sản địa chất; Công viên địa chất; Biển; Đảo; Quảng Ninh; Hải Phòng";;;;;"Bờ biển Việt Nam dài hơn 3200 km với hàng trăm vũng vịnh, cửa sông, hàng ngàn đảo lớn nhỏ, trông ra một vùng biển và thềm lục địa có chủ quyền và quyền tài phán rộng hơn 1,2 triệu km2, hứa hẹn một tiềm năng vô cùng to lớn về nhiều dạng tài nguyên như sinh vật biển, tài nguyên địa chất (nước biển, đất ngập nước, dầu khí, nước dưới đất, các loại khoáng sản rắn...). Nhiều dạng tài nguyên đã và đang được khai thác, sử dụng, đặc biệt trong giai đoạn hiện nay, khi cả nước đang nỗ lực thực hiện ""Chiến lược biển Việt Nam đến năm 2020"" của Đảng và Nhà nước, phấn đấu đến năm 2020 kinh tế biển đóng góp xấp xỉ 53-55 phần trăm GDP, 55-60 phần trăm kim ngạch xuất khẩu của cả nước. Tuy nhiên, đới ven biển và hải đảo Việt Nam cũng còn có một số dạng tài nguyên địa chất khác, mặc dù đã và đang được khai thác, sử dụng ở mức độ nào đó, nhưng nhìn chung, chưa được nhận thức, điều tra, đánh giá một cách đầy đủ để từ đó có được một định hướng khai thác, sử dụng hợp lý, bền vững. Có thể lấy vịnh Hạ Long làm một thí dụ điển hình, mặc dù đã hai lần được UNESCO công nhận là di sản Thiên nhiên Thế giới theo các tiêu chí cảnh quan và địa chất - địa mạo, song có lẽ cũng chỉ có một số các nhà khoa học địa chất là có thể biết rõ các giá trị cảnh quan và địa chất - địa mạo của vịnh Hạ Long là như thế nào, được thể hiện cụ thể ở đâu... Điều này có lẽ cũng không đáng ngạc nhiên lắm, khi mà trên thế giới xu thế bảo tồn và khai thác, sử dụng hợp lý các di sản địa chất như một dạng tài nguyên địa chất quý hiếm, không tái tạo được, dưới hình thức thành lập các công viên địa chất và khuyến khích phát triển du lịch địa chất..., cũng chỉ mới trở nên sôi động trong khoảng hơn chục năm trở lại đây. Các nhà khoa học địa chất Việt Nam cũng nhận thức được vấn đề di sản địa chất và công viên địa chất từ khá sớm và mặc dù chưa thành hệ thống, công tác điều tra, đánh giá tiềm năng nguồn tài nguyên địa chất này cũng đã đạt được một số kết quả bước đầu. Tổng hợp lại một số hiểu biết hiện có, bài viết dưới đây giới thiệu rất sơ lược một số khái niệm và hoạt động liên quan đến di sản địa chất và công viên địa chất trên thế giới và ở Việt Nam, cũng như tiềm năng di sản địa chất và công viên địa chất đới ven biển và hải đảo Việt Nam.";;TTKHCNQG, CVv29;;;;;;;
